key,name,ramo,unidad,state,lat,lng,advance,monto_total_inversion,ciclo,classification,ejercido
'10096330025,E.C. (Huautla - Chiliteco) - Metlatepec - Chapopote,9,Centro SCT Hidalgo,13,21.066408,-98.241761,52.09,67501641,2016,Comunicaciones y Transportes,10114687
'10096450008,Acceso Norte de Culiacán,9,Centro SCT Sinaloa,25,24.8335,-107.4324,68,584231653,2017,Comunicaciones y Transportes,0
'10096350045,Av. Nopaltepec (Viaducto Poniente Bicentenario),9,Centro SCT México,15,19.6563,-99.22345,39.7,356683138,2017,Comunicaciones y Transportes,0
'10096360018,Tafetan-Platanillo,9,Centro SCT Michoacán,16,19.414614,-100.906367,22.5,159367184,2016,Comunicaciones y Transportes,19112335
'0912NBG0002,Construcción y Equipamiento de la Unidad de Enseñanza.- 2014-2016,12,Hospital Infantil de México Federico Gómez,9,19.41036806,-99.15179788,97.6,34523983,2014,Salud,26166470
'0912NBV0008,"Construcción y equipamiento de la Nueva Torre de Hospitalización del INCan, 2010-2017.",12,Instituto Nacional de Cancerología,9,19.2933947,-99.1754206,97.3,2964335783,2017,Salud,197682754
'10132160001,Adquisición de aviones versión Transporte Militar y carga.,13,Dirección General de Servicios,34,0,0,100,2243500014,2017,Seguridad,97590872
'1012NCG0006,"Redistribución, Ampliación y Equipamiento de las Áreas Críticas y de Hospitalización del INCMNSZ 2010-2016.",12,Instituto Nacional de Ciencias Médicas y Nutrición Salvador Zubirán,9,19.2871869,-99.1705253,98.98,269470684,2016,Salud,10914113
'10096500022,Túxpan-Tamiahua.,9,Centro SCT Veracruz,30,20.968499,-97.398574,100,38600303,2016,Comunicaciones y Transportes,0
'10096270022,Triunfo de Madero - Pueblo Viejo,9,Centro SCT Chiapas,7,16.775628,-93.770761,100,181931337,2017,,0
'11096220003,Maneadero - La Bufadora,9,Centro SCT Baja California,2,31.728551,-116.577895,46.1,240760527,2017,,0
'10096310001,Valles Yuriria-Lagunilla Los Mogotes,9,Centro SCT Guanajuato,11,20.355467,-101.188211,89.75,61047866,2017,,105840
'10096360032,"Anillo Periférico Oriente, del municipio de La Piedad, Michoacán.",9,Centro SCT Michoacán,16,20.3652,-101.9821,100,306825078,2013,Comunicaciones y Transportes,25899336
'11096210005,Viñedos Rivier-San Marcos,9,Centro SCT Aguascalientes,1,21.9619,-102.29,97.2,673501534,2017,Comunicaciones y Transportes,112227277
'10096300008,Gómez Palacio - Gregorio García.,9,Centro SCT Durango,10,25.611989,-103.460532,75,259741913,2017,,20260834
'0816B000231,"Modernización del Riego del Valle de Cuatro Ciénegas, Coahuila.",16,Comisión Nacional del Agua,5,26.75,-101.8136,18.07,1465716355,2017,,0
'0916B000129,"Programa de Estudios Básicos, Proyectos y Diseños Ejecutivos para la Modernización de Infraestructura de Riego.",16,Comisión Nacional del Agua,35,0,0,72.28,88719778,2015,"Agricultura, Ganadería, Desarrollo Rural, Pesca y Alimentación",25965494
'08133110002,Creación de Centros de Desarrollo Infantil,13,Dirección General de Recursos Humanos,35,0,0,100,373094968,2016,Seguridad,35374986
'11096480002,"Matamoros-Nuevo Laredo (Corredor Fronterizo), Cd. Mier-Lím. Edos. NL",9,Centro SCT Tamaulipas,28,26.452444,-99.152694,99.48,390304170,2015,Comunicaciones y Transportes,24359304
'11096480005,Cd. Victoria - Lím. Edos. N.L.,9,Centro SCT Tamaulipas,28,23.774092,-99.137503,28.52,2018183223,2017,Comunicaciones y Transportes,119083108
'11096490014,Lázaro Cárdenas  - San José de la Laguna - E.C.(Xaloztoc - Toluca de Guadalupe),9,Centro SCT Tlaxcala,29,19.465756,-97.964516,100,53411514,2016,,0
'11096520003,Fresnillo-Valparaiso,9,Centro SCT Zacatecas,32,23.171522,-102.913042,32.99,1217040494,2017,Comunicaciones y Transportes,248597674
'11096500009,E.C. (Jilotepec - Acatlán) - Buenavista.,9,Centro SCT Veracruz,30,19.666508,-96.893347,100,36862210,2015,Comunicaciones y Transportes,60820
'11096420006,Deprimido en Av. Paseo de la República Km 12+300,9,Centro SCT Querétaro,22,20.6771,-100.4313,93.4,110812748,2013,Comunicaciones y Transportes,7425669
'11096460006,Libramiento Oriente Nogales,9,Centro SCT Sonora,26,31.2343,-110.9654,66.4,564656334,2016,Comunicaciones y Transportes,22039831
'11096310010,Cuarto Cinturón Vial de Irapuato,9,Centro SCT Guanajuato,11,20.7087,-101.3526,16.3,789632923,2017,Comunicaciones y Transportes,0
'11096370002,Libramiento Norponiente de Cuernavaca.,9,Centro SCT Morelos,17,18.9592,-99.2296,30,6583197492,2017,Comunicaciones y Transportes,39886523
'11096310022,Construcción de Puente en la Intersección Blvd. Adolfo López Mateos - Av. 2 de Abril.,9,Centro SCT Guanajuato,11,20.520028,-100.799944,100,392754897,2015,,23056428
'11096390002,Entronque Montemorelos.,9,Centro SCT Nuevo León,19,25.1907,-99.8849,98,121382176,2013,Comunicaciones y Transportes,2544975
'11096450002,E.C. Rosa Morada-Agua Pepito,9,Centro SCT Sinaloa,25,24.672571,-107.687075,98.29,50045984,2016,Comunicaciones y Transportes,10026195
'11096450004,E.C. México 15 - Colonia 20 de Noviembre,9,Centro SCT Sinaloa,25,25.476867,-108.162172,73.5,89764839,2016,Comunicaciones y Transportes,9987137
'11096310027,Aldama - Cañada de la Muerte - El Encino,9,Centro SCT Guanajuato,11,20.814229,-101.31315,42.7,34012058,2017,Comunicaciones y Transportes,89964
'10096480004,E.C. Tampico-Mante Km 62-Santa Juana,9,Centro SCT Tamaulipas,28,22.595881,-98.187347,91.18,186738742,2016,Comunicaciones y Transportes,9717929
'11071170002,IMPLEMENTACIÓN  DEL RÉGIMEN DE MODIFICACIÓN Y DURACIÓN DE PENAS EN EL FUERO DE GUERRA Y EL SISTEMA DE REINSERCIÓN EN LAS PRISIONES MILITARES,7,Dirección General de Ingenieros,35,0,0,100,732216188,2016,Seguridad,86612676
'12096500008,Perote - Rancho Nuevo.- El escobillo,9,Centro SCT Veracruz,30,19.542909,-97.237094,77.05,37608242,2016,,0
'12096340032,Mechoacanejo - El Rosario,9,Centro SCT Jalisco,14,21.53961944,-102.5978389,59.52,95505143,2017,Comunicaciones y Transportes,15907562
'1306G1H0006,Nuevo Sistema Central Bancario,6,"Banco Nacional del Ejército, Fuerza Aérea y Armada, S.N.C.",34,0,0,100,550959825,2017,Desarrollo económico,103400100
'0316B000058,"Construcción de infraestructura para la Zona de Riego de la Zona Citricola, Yuc.",16,Comisión Nacional del Agua,31,20.6666,-89.75,42.99,1071145295,2017,,2178469
'0321W3N0157,Programa de obras y servicios del CIP Nayarit.,21,Fondo Nacional de Fomento al Turismo,18,20.791626,-105.486327,37.69,4421802667,2017,,69953443
'09096340005,La Loma  E.C. (Zipoco  Los Reyes),9,Centro SCT Jalisco,14,19.461006,-102.706472,73.12,32205094,2016,,0
'07096320014,San Luis San Pedro - Fresnos de Puerto Rico - Ajuchitlán,9,Centro SCT Guerrero,12,17.620835,-100.754096,1.68,184560367,2017,,13294
'07096400017,Camino: San Sebastián Frontera- km. 57.5 E.C. Tehuacan - Huajuapan.,9,Centro SCT Oaxaca,20,18.211065,-97.648507,100,33383596,2016,,0
'11096490001,Cuauhtenco - Malintzi y Ramal a La Luz,9,Centro SCT Tlaxcala,29,19.309577,-98.112871,64.29,60034134,2016,,0
'0950GYR0018,"Construcción del Hospital General Regional (HGR) de 216 camas en la localidad de Tlajomulco deZúñiga, en el Estado de Jalisco.",50,Instituto Mexicano del Seguro Social,14,20.507361,-103.398783,0,1295093004,2017,,0
'1151GYN0008,Rehabilitación y Ampliación de la Infraestructura de Hospitales Generales.,51,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,35,0,0,99.74,1639113265,2017,Salud,391444514
'10096400006,Acatlán de Pérez Figueroa - La Capilla,9,Centro SCT Oaxaca,20,18.5375,-96.6054,77.3,84820385,2017,Comunicaciones y Transportes,9353451
'1009A000001,Laboratorio de Durabilidad de Estructuras de Concreto. LabDurEs-IMT,9,Instituto Mexicano del Transporte,22,20.504761,-100.214988,60.2,95955163,2016,Desarrollo económico,0
'0950GYR0014,"Construcción de Hospital General Regional (HGR) de 236 camas en la localidad de Metepec, en el Estado de México Poniente",50,Instituto Mexicano del Seguro Social,15,19.2467238,-99.5766238,0,1446832998,2017,,1300592
'11096340010,Cuquío-Tepatitlán.,9,Centro SCT Jalisco,14,20.958441,-102.967279,46.68,120826882,2016,Comunicaciones y Transportes,12171255
'12096270013,Ángel Albino Corzo-Ignacio Zaragoza-Monte Alegre,9,Centro SCT Chiapas,7,17.1248,-93.279641,39.29,132581781,2017,,0
'12096320016,El Terrero - La Ladrillera,9,Centro SCT Guerrero,12,16.562756,-98.432672,32.61,138500608,2016,Comunicaciones y Transportes,11290595
'11096360024,Libramiento Peribán.,9,Centro SCT Michoacán,16,19.520784,-102.410685,0,9478546,2016,Comunicaciones y Transportes,0
'11096370005,Carretera Tepalcingo-Axochiapan,9,Centro SCT Morelos,17,18.598301,-98.838618,39.8,167686103,2017,,11918972
'1151GYN0011,Rehabilitación y Ampliación de la Infraestructura de Clínicas Hospitales y Clínicas de Especialidades.,51,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,35,0,0,66.27,1385174240,2017,Salud,146952865
'12096480001,Matamoros-Puerto Matamoros,9,Centro SCT Tamaulipas,28,25.71354,-97.572776,76.61,509437381,2017,Comunicaciones y Transportes,24162762
'0950GYR0005,"Construcción de Hospital General de Zona (HGZ) de 180 camas en la localidad de Tapachula, en el estado de Chiapas.",50,Instituto Mexicano del Seguro Social,7,14.911992,-92.276181,0,1388927336,2017,Asociación Público-Privada,0
'13096400009,Oaxaca Puerto Escondido-Huatulco tramo la Y Barranca  Larga-Ventanilla y Puerto Escondido-Huatulco y Ramal San Francisco  Coatlan del Km. 0+000 al Km. 3+000,9,Centro SCT Oaxaca,20,16.20035,-96.784044,46.57,16468515,2017,,2500707
'13096320010,Teloloapan Boulevard.,9,Centro SCT Guerrero,12,18.338275,-99.819972,29.98,163208943,2017,,0
'13096260007,Libramiento de Comalá.,9,Centro SCT Colima,6,19.290391,-103.747951,100,193994418,2017,,11579533
'12096310020,Lagunilla de Mogotes - Cerro Blanco,9,Centro SCT Guanajuato,11,20.295767,-101.260914,,36194136,2017,Comunicaciones y Transportes,
'12096360044,San Antonio de Viña - Loma Ceñida,9,Centro SCT Michoacán,16,19.285261,-101.468714,29.42,67798634,2016,Comunicaciones y Transportes,4798759
'13092100004,Ampliar el Paseo de la República a la desviación a San Miguel de AllendeTramo del Km. 15+000 al Km. 28+000,9,Centro SCT Querétaro,22,20.7011,-100.43,59.86,971152856,2017,Comunicaciones y Transportes,257330277
'09096340011,Tizapan-San José de Gracia,9,Centro SCT Jalisco,14,20.150744,-103.04119,99.64,181789329,2016,Comunicaciones y Transportes,6901621
'13096450023,Rehabilitación Escuinapa-Teacapan.,9,Centro SCT Sinaloa,25,22.822108,-105.786114,0,173834314,2017,,0
'13096440012,Modernización y ampliación del camino Estación Tamuín - Santa Martha.,9,Centro SCT San Luis Potosí,24,22.079108,-98.812122,45.59,215119967,2017,,10820906
'12096320012,Mazatlán - El Salado y Ramal a Lagunilla.,9,Centro SCT Guerrero,12,17.431931,-99.463344,68.96,51578150,2017,Comunicaciones y Transportes,12337372
'13096450002,Villa Unión  La Amapa,9,Centro SCT Sinaloa,25,23.187228,-106.215061,100,64044221,2016,,0
'12095100015,"Construcción de protección marginal y muelles de pesca ribereña y paseos ecoturísticos, en Barra de San José, Mazatán, Tapachula, Chiapas.",9,Dirección General de Puertos,7,14.923111,-92.6274,100,13151940,2016,,0
'13096450019,EC México 15-Mocorito-El Valle,9,Centro SCT Sinaloa,25,25.517613,-107.907464,19.02,37193088,2017,,3133115
'13096440018,Construcción del Libramiento Venado.,9,Centro SCT San Luis Potosí,24,22.926514,-101.111592,0,20585642,2016,,0
'13096440023,Presa Verde - Gallos Blancos.,9,Centro SCT San Luis Potosí,24,23.975379,-100.700568,62.66,25123768,2017,Comunicaciones y Transportes,0
'13096440026,"E.C.F. México No. 57- El Jaralito, Tramo Texas- El Jaralito.",9,Centro SCT San Luis Potosí,24,21.946196,-100.74663,100,18457155,2016,,0
'13096350031,Carretera a la Lagunita Cantashi a la Primaria.,9,Centro SCT México,15,19.86904,-99.867257,100,16056023,2016,,0
'12096350002,La Concepción  Llano de los Negros,9,Centro SCT México,15,19.380238,-99.444249,,24840654,2017,Comunicaciones y Transportes,
'1218T0O0007,REHABILITACION DE INMUEBLES EN IMP SEDE EN DISTRITO FEDERAL,18,Instituto Mexicano del Petróleo,9,19.4899406,-99.14542014,98.1,809174838,2017,Desarrollo económico,0
'10096400024,E.C (Santiago Juxtlahuaca  Putla de Guerrero)  Tramo: Santiago Naranjas  Lázaro Cárdenas  Santa Maria Yucunicoco. Del Km. 0+000 al Km. 25+000,9,Centro SCT Oaxaca,20,17.26826,-98.005674,29.28,152435531,2017,Comunicaciones y Transportes,3703983
'09096400030,"Santiago Jamiltepec  Santiago Ixtayutla, Tramo: Santiago Jamiltepec  San José de las Flores (Km. 0+000 al Km. 22+000).",9,Centro SCT Oaxaca,20,16.285745,-97.819683,87.41,84547326,2017,Comunicaciones y Transportes,7097743
'10096330005,C.E. Ixtlahuaco-Calnali,9,Centro SCT Hidalgo,13,20.884294,-98.703089,100,123759755,2014,Comunicaciones y Transportes,28899
'12096440004,Valle de San Juan - Rincón del Refugio.,9,Centro SCT San Luis Potosí,24,22.397927,-100.575626,100,97190497,2016,Comunicaciones y Transportes,4229062
'12096460001,Tesía - Camoa,9,Centro SCT Sonora,26,27.164739,-109.368003,88.06,91285890,2016,,0
'05096390016,Zaragoza - Tepozanes - El Refugio.,9,Centro SCT Nuevo León,19,23.970287,-99.742092,0,118333782,2017,,0
'11096450009,El Fuerte-Álamos,9,Centro SCT Sinaloa,25,26.4211,-108.6079,0,1837779641,2017,,0
'12096340021,Zapotán_E.C.(Villa Purificación-Chamela),9,Centro SCT Jalisco,14,19.760142,-104.919131,58.92,116009063,2017,,12288866
'13096320001,Ayutla - El Cortijo - El Rincón.,9,Centro SCT Guerrero,12,16.98905,-99.149644,51.58,69167761,2016,Comunicaciones y Transportes,13007050
'1116B000284,"Construcción del Proyecto de Temporal Tecnificado Jesús Diego, Chiapas.",16,Comisión Nacional del Agua,7,15.58,-93.2,69.04,251810771,2015,"Agricultura, Ganadería, Desarrollo Rural, Pesca y Alimentación",44109576
'1216B000142,"Conservación y mantenimiento de tuneles del Valle de México, Estado de México",16,Comisión Nacional del Agua,15,0,0,43.08,18630567,2014,Desarrollo Social,6489462
'133891A0004,Programa para llevar a cabo el Fortalecimiento de la Infraestructura para Desarrollo de Proyectos de Investigación y Desarrollo Tecnológico.,38,"Corporación Mexicana de Investigación en Materiales, S.A. de C.V.",5,25.448319,-100.969267,52,53122341,2017,Desarrollo económico,11848056
'13096340016,E.C. (Atotonilco el Alto-La Barca)-El Maguey.,9,Centro SCT Jalisco,14,20.529408,-102.525256,100,27792236,2016,Comunicaciones y Transportes,0
'14096240001,Entronque Dzitbalché,9,Centro SCT Campeche,4,20.3012,-90.0634,98,97025040,2015,Comunicaciones y Transportes,2598901
'12096330002,Arco Poniente: Progreso  Mandho  Santa Ana.,9,Centro SCT Hidalgo,13,20.479789,-99.223753,38.26,42086205,2016,Comunicaciones y Transportes,9911961
'13096340001,Nahuapa - E.C.F. Méx. 200.,9,Centro SCT Jalisco,14,19.921139,-105.318328,100,11310668,2016,Comunicaciones y Transportes,0
'13096310026,La Ordeña -  Cofradía de Peralta.,9,Centro SCT Guanajuato,11,20.490778,-101.409724,100,13290145,2016,,142314
'12096490007,Xaltipa - La Trinidad,9,Centro SCT Tlaxcala,29,19.166028,-98.204247,100,8556764,2016,,0
'12096520041,Vialidad Sedena Acceso a Guadalupe.,9,Centro SCT Zacatecas,32,22.75069,-102.497246,99.69,121336004,2017,,8998155
'13096350049,Distribuidor Vial entre Av. De Las Torres y Av. Aéropuerto.,9,Centro SCT México,15,19.2793,-99.5536,100,661054549,2016,Comunicaciones y Transportes,2219469
'05096310003,"San Luis de la Paz- Rió Verde, Tramo: Chupadero-Mesas de Jesús-el Realito",9,Centro SCT Guanajuato,11,21.460445,-100.502879,0,410214682,2017,,0
'13095100002,Construcción de una nueva terminal marítima en Punta Sam,9,Dirección General de Puertos,23,21.2334,-86.8005,41.56,49431124,2016,,15571
'13096310025,Celaya - Juventino Rosas.,9,Centro SCT Guanajuato,11,20.583811,-100.872083,100,112825963,2015,Comunicaciones y Transportes,280016
'12096390027,Nodo Vial Sendero y Laredo  Distribuidor Sendero-Barragán,9,Centro SCT Nuevo León,19,25.7644,-100.3055,91,673951957,2017,Comunicaciones y Transportes,58671433
'1216B000211,"Programa de estudios básicos, proyectos y diseños ejecutivos de presas de almacenamiento y derivadoras, 2013.",16,Comisión Nacional del Agua,35,0,0,15.85,20715904,2016,,0
'1316B000010,"Levantamientos Topobatimétricos de Presas en los Estados de  Coahuila, Jalisco, Michoacán, Oaxaca, Tamaulipas y Veracruz.",16,Comisión Nacional del Agua,35,0,0,16.4,128232552,2016,,0
'1312NEF0002,Remodelación y Equipamiento del Almacén Central de la Planta Cuautitlán y remodelación de los Almacenes de los Institutos Nacionales de Higiene y Virología.-2014-2018,12,"Laboratorios de Biológicos y Reactivos de México, S.A. de C.V.",35,0,0,0,51587850,2017,,0
'13132110005,Construcción de Embarcaciones Interceptoras,13,Dirección General de Construcciones Navales,34,0,0,12.5,770166864,2017,,7519289
'13132160003,Construcción y equipamiento de instalaciones para unidades de inteligencia.,13,Dirección General de Servicios,34,0,0,71.43,467403795,2017,,86500000
'1350GYR0005,Proyecto de Ampliación de Almacenes Generales,50,Instituto Mexicano del Seguro Social,35,0,0,58,131928597,2017,Salud,217469
'13132160016,Adquisición de Aeronaves versión Búsqueda y Rescate,13,Dirección General de Servicios,9,0,0,28,3232970957,2017,Seguridad,645976568
'14095100011,"Conservación de Infraestructura Marítimo-Portuaria, Dragado de Mantenimiento y Obras Complementarias en la Región Pacifico Sur",9,Dirección General de Puertos,35,0,0,19.79,39669109,2016,,2012543
'14096320025,Modernización Del Camino Petatlán-Piedra De Veliano-El Camalote.,9,Centro SCT Guerrero,12,17.551032,-101.290758,29.99,223689690,2017,Comunicaciones y Transportes,16882426
'14096340001,Boulevard de la Carretera Federal No. 23 Guadalajara - Zacatecas Tramo 0+000 entronque Tesistán al 15+000.,9,Centro SCT Jalisco,14,20.781669,-103.46295,5,330837050,2017,Comunicaciones y Transportes,393326
'1450GYR0040,"Construcción de la Unidad de Medicina Familiar (U.M.F.) Nueva (Sustitución) en el Municipio de Atotonilco de Tula, Hidalgo.",50,Instituto Mexicano del Seguro Social,13,20.008194,-99.221333,95,71550740,2015,Salud,10331500
'14096300004,Construcción de Camino a Grutas del Rosario.,9,Centro SCT Durango,10,25.734827,-103.874405,40.06,50641365,2017,,14808818
'14096370003,"E.C.F. ( (Cuernavaca Acapulco) - Autopista Siglo XXI) - Tr. Colonia la Unión - La Lagunilla , Delegación Mariano",9,Centro SCT Morelos,17,18.941507,-99.265414,54.69,47955839,2017,,458538
'14096380010,Modernizacion del Camino Tequilita - Cuastecomate.,9,Centro SCT Nayarit,18,21.085164,-104.797275,100,36830083,2017,,11726720
'14096440013,Chilares - La Maroma,9,Centro SCT San Luis Potosí,24,23.517159,-100.742594,39.06,213137056,2017,,18076329
'1450GYR0014,"Sustitución de la Unidad de Medicina Familiar (U.M.F.) No. 5 en el Municipio de Tepic, Nayarit.",50,Instituto Mexicano del Seguro Social,18,21.515672,-104.910564,0,73828617,2017,Salud,429318
'07096320022,Camino: Sata Ana-Ayahualulco.,9,Centro SCT Guerrero,12,17.566589,-99.218909,100,31906741,2016,Comunicaciones y Transportes,9995570
'14096500026,Xico - Tonalaco.,9,Centro SCT Veracruz,30,19.423033,-97.019126,30.1,134213815,2017,,0
'14096220002,Nodo Pemex,9,Centro SCT Baja California,2,32.373271,-117.059541,60.9,149302509,2016,Comunicaciones y Transportes,69228588
'13096350044,Circuito Tablón Chico.,9,Centro SCT México,15,19.953116,-99.169115,100,17516948,2016,,0
'1506GSA0002,ADQUISICION DE VEHICULOS DE TRANSPORTE PARA LA SUPERVISION DE LAS OPERACIONES EN CAMPO,6,"Agroasemex, S.A.",22,0,0,100,14067046,2016,"Agricultura, Ganadería, Desarrollo Rural, Pesca y Alimentación",10063627
'14096360012,E.C. (Huetamo - Churumuco) - Turitzio - Characuaro.,9,Centro SCT Michoacán,16,18.500845,-100.966892,100,29376016,2016,Comunicaciones y Transportes,9902834
'14096360032,Libramiento Zinapecuaro.,9,Centro SCT Michoacán,16,19.882967,-100.80745,15.27,42181484,2017,,195739
'1409C000001,Modernización de Sistemas y Equipos para Control de Tránsito Aéreo,9,Servicios a la Navegación en el Espacio Aéreo Mexicano,35,0,0,50.22,500339243,2017,Comunicaciones y Transportes,107661304
'14096430001,Lázaro Cárdenas - Chacchoben.,9,Centro SCT Quintana Roo,23,18.977275,-88.213528,99.74,43159989,2016,Comunicaciones y Transportes,17276087
'14096320033,Modernización Del Camino Olinalá-Temalacatzingo-Zontecomatlán-Huehuetecatzingo-Totolapa-Huamuxtitlán.,9,Centro SCT Guerrero,12,17.77782,-98.73296,7.91,283127237,2017,Comunicaciones y Transportes,11461171
'1504I000011,Fortalecimiento de equipo para recopilación de información en campo,4,Centro de Investigación y Seguridad Nacional,35,0,0,29,150216684,2016,Seguridad,59784269
'14096270035,Puente Vehicular Camino A Sta. Martha.,9,Centro SCT Chiapas,7,16.725392,-92.649286,100,11153163,2016,,1146733
'1450GYR0039,"Construcción de la Unidad de Medicina Familiar (U.M.F.) Nueva (Sustitución) en el Municipio de Cajeme, Sonora.",50,Instituto Mexicano del Seguro Social,26,27.446606,-109.923656,24,132230359,2017,Salud,9999997
'14096350036,Caxboncuac Paraje-El Salto (Chapa De Mota).,9,Centro SCT México,15,19.783477,-99.613349,42.11,11402832,2016,,0
'1416B000084,Conservación Normal de Distritos de Riego en el Organismo de Cuenca Pacífico Norte.,16,Comisión Nacional del Agua,35,0,0,42.6,160359697,2017,"Agricultura, Ganadería, Desarrollo Rural, Pesca y Alimentación",27910205
'11132160011,Construcción de un centro oncológico anexo al Hospital General Naval de Alta Especialidad en el D.F.,13,Dirección General de Servicios,9,19.35,-99.161667,65,448886216,2017,Seguridad,64320708
'1416B000025,"PROYECTO DE RIEGO CON POZOS PUERTO MEXICO.  MUNICIPIO DE SAN AGUSTIN TLAXIACA, HIDALGO",16,Comisión Nacional del Agua,13,20.1,-98.93,38.7,44771688,2017,,9060373
'11096330004,Valle Azul: San Andrés Orizabita -Espino - Cerritos - Nequeteje.,9,Centro SCT Hidalgo,13,20.573511,-99.177986,49.47,43751986,2017,,9979004
'1512NHK0001,Programa de Equipamiento del SNDIF 2016,12,Sistema Nacional para el Desarrollo Integral de la Familia,9,0,0,59.27,20537757,2016,Desarrollo Social,11780820
'08132160016,Construcción de instalaciones para cinco Batallones de Infanteria de Marina.,13,Dirección General de Servicios,34,0,0,0,1546998926,2016,,0
'1216B000134,"Rehabilitación y Modernización del Distrito de Riego 038 Río Mayo y Zona de Riego Fuerte Mayo, Estado de Sonora.",16,Comisión Nacional del Agua,26,0,0,18.27,30398353,2015,"Agricultura, Ganadería, Desarrollo Rural, Pesca y Alimentación",0
'14096390001,Apodaca - Cd. Juárez,9,Centro SCT Nuevo León,19,25.736112,-100.153745,19.76,369009404,2017,,7828542
'1409J3E0004,Estudios de Preinversión 2015 - 2017,9,"Administración Portuaria Integral de Veracruz, S.A. de C.V.",30,0,0,58.94,43000401,2017,Comunicaciones y Transportes,12507363
'14096520008,E.C. Pinos / Ojuelos - El Sitio - Ojo De Agua De La Palma.,9,Centro SCT Zacatecas,32,21.970083,-101.590011,55.4,52892144,2017,Comunicaciones y Transportes,159085
'14096400012,"Modernización y Ampliación del camino E.C. Km. 179+000 (Oaxaca-Santo Domingo Tehuantepec)-Santa María Ecatepec-San Juan Acaltepec, Tramo Del Km. 12+000 Al Km. 44+000.",9,Centro SCT Oaxaca,20,16.350888,-95.825556,10.6,204516288,2017,,6008953
'1427A000003,"Programa de mantenimiento y remodelación del inmueble ubicado en la calle Salvador Novo No.8, Colonia El Cármen, Coyoacán, D.F.",27,Instituto de Administración y Avalúos de Bienes Nacionales,9,0,0,92.95,11394531,2017,,8090000
