SECTOR,ID_PASO_EITI,CICLO,PERIODO,TIPO_PROYECTO,ID_PROYECTO,NOMBRE_PROYECTO,ID_ENTIDAD_FEDERATIVA,ENTIDAD,ID_MUNICIPIO,MUNICIPIO,ID_LOCALIDAD,LOCALIDAD,LATITUD,LONGITUD,DIRECCION,ID_RECURSO,RECURSO,INSTITUCION_EJECUTORA,ID_CLASIFICACION,CLASIFICACION,BENEFICIARIOS,POBLACION_ANUAL,DESC_ESTATUS,DETALLE_ESTATUS,INICIO,TERMINO,ID_RAMO,DESC_RAMO,CLAVE_PROGRAMA_PRESUPUESTARIO,PROGRAMA_PRESUPUESTARIO,ID_CONCURRENCIA_DE_RECURSOS,CONCURRENCIA,AUTORIZADO,MODIFICADO,MINISTRADO,COMPROMETIDO,DEVENGADO,EJERCIDO,PAGADO,AVANCE_FINANCIERO,AVANCE_ESTIMADO_ANUAL,AVANCE_FISICO,UNIDAD_MEDIDA,FECHA_PUBLICACION,FECHA_MODIFICACION,FUENTE_INFORMACION,CONTACTO_INFORMACION
Minería,5,2017,Tercer Trimestre,Gubernamental,DUR17170200892485,"Suministro E Instalación De 1,603 Luminarias Tipo Led De 50, 80 Y 150 Watts; En 18 Comunidades Rurales Y 18 Vialidades Urbanas De Santiago Papasquiaro.",10,Durango,32,Santiago Papasquiaro,,,,,COBERTURA MUNICIPAL,4,Fideicomisos,H. AYUNTAMIENTO SANTIAGO PAPASQUIARO,5,Urbanización,Proporcionar a los habitantes un servicio de mejor calidad y ahorro en la energía publica,21000,En Ejecución,,01/06/2017,01/12/2017,15,"Desarrollo Agrario, Territorial y Urbano",M001,Actividades de apoyo administrativo,3,Coparticipación Federal-Municipal,9831483,9536871.11,4915742,4915742,4768435.56,4768435.56,4768435.56,50,0,50,Metros,Trimestral,3 Semanas Mes y Medio despues de terminado el trimestre,Unidad de Evaluación del Desempeño,Transparecencia Presupuestaria trans_presupuestaria@hacienda.gob.mx
Minería,5,2017,Tercer Trimestre,Gubernamental,DUR17170200892629,"Construcción De Red De Distribución Eléctrica En Una Longitud De 0.95 Km., En La Colonia La Pista De La Comunidad De Ciénega De Nuest",10,Durango,32,Santiago Papasquiaro,728,Ciénega de Nuestra Señora de Guadalupe,25.065277,-106.329166,CIENEGA DE NUESTRA SEÑORA,4,Fideicomisos,H. AYUNTAMIENTO SANTIAGO PAPASQUIARO,4,Agua y saneamiento,PROPORCIONAR A LOS HABITANTES UN SERVICIO BASICO,50,En Ejecución,,01/06/2017,01/12/2017,15,"Desarrollo Agrario, Territorial y Urbano",M001,Actividades de apoyo administrativo,3,Coparticipación Federal-Municipal,643760,643760,321880,321880,321880,321880,321880,50,0,100,Metros,Trimestral,3 Semanas Mes y Medio despues de terminado el trimestre,Unidad de Evaluación del Desempeño,Transparecencia Presupuestaria trans_presupuestaria@hacienda.gob.mx
Minería,5,2017,Tercer Trimestre,Gubernamental,SIN14170200891129,Construccion De Cancha De Usos Multiples,25,Sinaloa,6,Culiacán,707,Las Tapias,24.65,-107.155833,-,4,Fideicomisos,DIRECCION DE OBRAS PUBLICAS,8,Deporte,,,En Ejecución,,13/10/2016,01/12/2016,15,"Desarrollo Agrario, Territorial y Urbano",M001,Actividades de apoyo administrativo,3,Coparticipación Federal-Municipal,595387,,,,,,,,,,,Trimestral,3 Semanas Mes y Medio despues de terminado el trimestre,Unidad de Evaluación del Desempeño,Transparecencia Presupuestaria trans_presupuestaria@hacienda.gob.mx
Minería,5,2017,Tercer Trimestre,Gubernamental,COA00170200891811,"Construcción De Descargas Domiciliarias Con Tubería Sanitaria De 6"" De Diámetro Serie 20. En El Municipio Ocampo, En Cabecera Municipal.",5,Coahuila de Zaragoza,23,Ocampo,,,,,En Cabecera Municipal.,4,Fideicomisos,PRESIDENCIA MUNICIPAL DE OCAMPO,4,Agua y saneamiento,,,Cancelado,,02/05/2017,01/08/2017,15,"Desarrollo Agrario, Territorial y Urbano",M001,Actividades de apoyo administrativo,3,Coparticipación Federal-Municipal,128612,,,,,,,,,,,Trimestral,3 Semanas Mes y Medio despues de terminado el trimestre,Unidad de Evaluación del Desempeño,Transparecencia Presupuestaria trans_presupuestaria@hacienda.gob.mx
Minería,5,2017,Tercer Trimestre,Gubernamental,COA00170200893263,"Construcción De Tomas Domiciliarias Con Tubería De Pvc  Rd-9  1/2 "" En El Municipio Ocampo, En Cabecera Municipal, En La Calle Luis Muñiz Y José Rodríguez",5,Coahuila de Zaragoza,23,Ocampo,,,,,"calle Luis Muñiz y José Rodríguez,Cabecera municipal.",4,Fideicomisos,PRESIDENCIA MUNICIPAL DE OCAMPO,4,Agua y saneamiento,,,Cancelado,,02/05/2017,01/08/2017,15,"Desarrollo Agrario, Territorial y Urbano",M001,Actividades de apoyo administrativo,3,Coparticipación Federal-Municipal,114878,,,,,,,,,,,Trimestral,3 Semanas Mes y Medio despues de terminado el trimestre,Unidad de Evaluación del Desempeño,Transparecencia Presupuestaria trans_presupuestaria@hacienda.gob.mx
Minería,5,2017,Tercer Trimestre,Gubernamental,COA00170200891674,"Ampliación De Red De Agua Potable Con  Tubería De Pvc Hidráulico De 2 1/2 "" De Diámetro Clase Rd 32.5 En 265 Ml En El Municipio Ocampo, En Cabecera Municipal, En La Colonia Praderas Del Alazán.",5,Coahuila de Zaragoza,23,Ocampo,,,,,"Colonia Praderas del Alazán,en Cabecera Municipal.",4,Fideicomisos,PRESIDENCIA MUNICIPAL DE OCAMPO,4,Agua y saneamiento,,,Cancelado,,05/07/2017,01/08/2017,15,"Desarrollo Agrario, Territorial y Urbano",M001,Actividades de apoyo administrativo,3,Coparticipación Federal-Municipal,144052,,,,,,,,,,,Trimestral,3 Semanas Mes y Medio despues de terminado el trimestre,Unidad de Evaluación del Desempeño,Transparecencia Presupuestaria trans_presupuestaria@hacienda.gob.mx
Minería,5,2017,Tercer Trimestre,Gubernamental,ZAC16170200903471,Reconstruccion Del Puente Ubicado En El Km 13   500  Del Camino Santa Monica -Pozo De Gamboa - Ec Las Norias,32,Zacatecas,0,Cobertura estatal,,,,,-,4,Fideicomisos,SINFRA,3,Transportes y vialidades,Para una mejor movilidad en las carreteras estatales,719,En Ejecución,,15/03/2016,01/07/2016,15,"Desarrollo Agrario, Territorial y Urbano",M001,Actividades de apoyo administrativo,0,,50000,50000,50000,50000,50000,50000,50000,100,0,100,Otros,Trimestral,3 Semanas Mes y Medio despues de terminado el trimestre,Unidad de Evaluación del Desempeño,Transparecencia Presupuestaria trans_presupuestaria@hacienda.gob.mx
Minería,5,2017,Tercer Trimestre,Gubernamental,ZAC16170200903472,Consevación De La Carretera Cieneguillas -  Francisco I. Madero En 7.0 Km (0   000 - 7   000) Mediante Bacheo Asfáltico Profundo Aislado,32,Zacatecas,0,Cobertura estatal,,,,,-,4,Fideicomisos,SINFRA,3,Transportes y vialidades,PARA CONTRIBUIR A LA MEJOR MOVILIDAD EN LAS CARRETERAS ESTATALES,597,En Ejecución,,01/06/2016,01/09/2016,15,"Desarrollo Agrario, Territorial y Urbano",M001,Actividades de apoyo administrativo,0,,175000,175000,175000,171500,171500,171500,171500,98,0,100,Kilómetro,Trimestral,3 Semanas Mes y Medio despues de terminado el trimestre,Unidad de Evaluación del Desempeño,Transparecencia Presupuestaria trans_presupuestaria@hacienda.gob.mx
Minería,5,2017,Tercer Trimestre,Gubernamental,ZAC16170200903484,Reconstrucción Del Puente Ubicado En El Km 2   000  Del Camino Chaparrosa - El Barril,32,Zacatecas,0,Cobertura estatal,,,,,-,4,Fideicomisos,SINFRA,3,Transportes y vialidades,Para una mejor movilidad en las carreteras estatales,3785,En Ejecución,,15/03/2016,01/07/2016,15,"Desarrollo Agrario, Territorial y Urbano",M001,Actividades de apoyo administrativo,0,,100000,100000,100000,100000,100000,100000,100000,100,0,100,Otros,Trimestral,3 Semanas Mes y Medio despues de terminado el trimestre,Unidad de Evaluación del Desempeño,Transparecencia Presupuestaria trans_presupuestaria@hacienda.gob.mx
Minería,5,2017,Tercer Trimestre,Gubernamental,ZAC16170200903489,Reconstruccion Del Puente Ubicado En El Km 5   100  Del Camino Francisco I. Madero -Rancho Nuevo - Miguel Hidalgo,32,Zacatecas,0,Cobertura estatal,,,,,-,4,Fideicomisos,SINFRA,3,Transportes y vialidades,Para una mejor movilidad en las carreteras estatales,294,En Ejecución,,15/03/2016,01/07/2016,15,"Desarrollo Agrario, Territorial y Urbano",M001,Actividades de apoyo administrativo,0,,120000,120000,120000,120000,120000,120000,120000,100,0,100,Otros,Trimestral,3 Semanas Mes y Medio despues de terminado el trimestre,Unidad de Evaluación del Desempeño,Transparecencia Presupuestaria trans_presupuestaria@hacienda.gob.mx
Minería,5,2017,Tercer Trimestre,Gubernamental,ZAC16170200903512,Reconstruccion Del Puente Ubicado En El Km 7   700  Del Camino El Maguey- Nueva Australia,32,Zacatecas,0,Cobertura estatal,,,,,-,4,Fideicomisos,SINFRA,3,Transportes y vialidades,Para una mejor movilidad en las carreteras estatales,390,En Ejecución,,15/03/2016,01/07/2016,15,"Desarrollo Agrario, Territorial y Urbano",M001,Actividades de apoyo administrativo,0,,60000,60000,60000,60000,60000,60000,60000,100,0,100,Otros,Trimestral,3 Semanas Mes y Medio despues de terminado el trimestre,Unidad de Evaluación del Desempeño,Transparecencia Presupuestaria trans_presupuestaria@hacienda.gob.mx
Minería,5,2017,Tercer Trimestre,Gubernamental,ZAC16170200903538,"Construcción De Obra De Drenaje Ubicada En El Km 52   500  Del  Camino Chalchihuites - Jiménez Del Téul ,Mediante Construcción De Estribo ,Aleros, Pila Y Dos Losas",32,Zacatecas,0,Cobertura estatal,,,,,-,4,Fideicomisos,SINFRA,3,Transportes y vialidades,PARA CONTRIBUIR A LA MEJOR MOVILIDAD EN LAS CARRETERAS ESTATALES,331,En Ejecución,,01/06/2016,01/09/2016,15,"Desarrollo Agrario, Territorial y Urbano",M001,Actividades de apoyo administrativo,0,,290000,290000,290000,284200,284200,284200,284200,98,0,100,Otros,Trimestral,3 Semanas Mes y Medio despues de terminado el trimestre,Unidad de Evaluación del Desempeño,Transparecencia Presupuestaria trans_presupuestaria@hacienda.gob.mx
Minería,5,2017,Tercer Trimestre,Gubernamental,COA00170200892705,"Adquisición De 200 Lámparas Piliphs De 54 Watts Con Tecnología Led Y 10 Años De Garantía Con Curva 3 Y Supresor De Picos Para La Localidad De Ocampo, Municipio De Ocampo Coahuila",5,Coahuila de Zaragoza,23,Ocampo,,,,,"Cabecera, Municipio de Ocampo Coahuila",4,Fideicomisos,PRESIDENCIA MUNICIPAL DE OCAMPO,5,Urbanización,,,Cancelado,,02/05/2017,01/08/2017,15,"Desarrollo Agrario, Territorial y Urbano",M001,Actividades de apoyo administrativo,3,Coparticipación Federal-Municipal,1345600,,,,,,,,,,,Trimestral,3 Semanas Mes y Medio despues de terminado el trimestre,Unidad de Evaluación del Desempeño,Transparecencia Presupuestaria trans_presupuestaria@hacienda.gob.mx
Minería,5,2017,Tercer Trimestre,Gubernamental,ZAC16170200903552,"Conservacion Rutinaria Del Camino E.C.San Jeronimo / Vicente  Guerrero - Francisco I, Madero En   6.0 Km  Aislados",32,Zacatecas,0,Cobertura estatal,,,,,-,4,Fideicomisos,SINFRA,3,Transportes y vialidades,Para una mejor movilidad en las carreteras estatales,682,En Ejecución,,15/03/2016,01/07/2016,15,"Desarrollo Agrario, Territorial y Urbano",M001,Actividades de apoyo administrativo,0,,120000,120000,120000,120000,120000,120000,120000,100,0,100,Kilómetro,Trimestral,3 Semanas Mes y Medio despues de terminado el trimestre,Unidad de Evaluación del Desempeño,Transparecencia Presupuestaria trans_presupuestaria@hacienda.gob.mx
Minería,5,2017,Tercer Trimestre,Gubernamental,ZAC16170200903554,Conservacion Rutinaria Del Camino E.C Zacatecas / Saltillo  - Bañon - Fresnillo En   6.0 Km  Aislados,32,Zacatecas,0,Cobertura estatal,,,,,-,4,Fideicomisos,SINFRA,3,Transportes y vialidades,Para una mejor movilidad en las carreteras estatales,1378,En Ejecución,,15/03/2016,01/07/2016,15,"Desarrollo Agrario, Territorial y Urbano",M001,Actividades de apoyo administrativo,0,,120000,120000,120000,120000,120000,120000,120000,100,0,100,Kilómetro,Trimestral,3 Semanas Mes y Medio despues de terminado el trimestre,Unidad de Evaluación del Desempeño,Transparecencia Presupuestaria trans_presupuestaria@hacienda.gob.mx
Minería,5,2017,Tercer Trimestre,Gubernamental,ZAC16170200903564,Conservacion Rutinaria Del Camino Mesa De Fuentes - El Peñasco- Enrique Estrada En   6.0 Km  Aislados,32,Zacatecas,0,Cobertura estatal,,,,,-,4,Fideicomisos,SINFRA,3,Transportes y vialidades,Para una mejor movilidad en las carreteras estatales,198,En Ejecución,,15/03/2016,01/07/2016,15,"Desarrollo Agrario, Territorial y Urbano",M001,Actividades de apoyo administrativo,0,,120000,120000,120000,120000,120000,120000,120000,100,0,100,Kilómetro,Trimestral,3 Semanas Mes y Medio despues de terminado el trimestre,Unidad de Evaluación del Desempeño,Transparecencia Presupuestaria trans_presupuestaria@hacienda.gob.mx
Minería,5,2017,Tercer Trimestre,Gubernamental,ZAC16170200903566,Conservacion Rutinaria Del Camino E.C Zacatecas  / Durango - Montemariana En  3.0 Km Aislados,32,Zacatecas,0,Cobertura estatal,,,,,-,4,Fideicomisos,SINFRA,3,Transportes y vialidades,Para una mejor movilidad en las carreteras estatales,1978,En Ejecución,,15/03/2016,01/07/2016,15,"Desarrollo Agrario, Territorial y Urbano",M001,Actividades de apoyo administrativo,0,,720000,720000,720000,709215.26,709215.26,709215.26,709215.26,98.5,0,100,Kilómetro,Trimestral,3 Semanas Mes y Medio despues de terminado el trimestre,Unidad de Evaluación del Desempeño,Transparecencia Presupuestaria trans_presupuestaria@hacienda.gob.mx
Minería,5,2017,Tercer Trimestre,Gubernamental,BCS16170200903584,Conservacion Y Mantenimiento Del Camino Alimentador De 7.00 Mts De Ancho Y 9 Km De Long Del Ramal Benito Juarez-Ojo De Liebre En Mulege,3,Baja California Sur,0,Cobertura estatal,,,,,-,4,Fideicomisos,SECRETARIA DE PLANEACION URBANA INFRAESTRUCTURA Y TRANSPORTE,0,Otros Proyectos,LA CONSERVACION DEL CAMINO PARA UN TRANSITO MAS SEGURO  PARA LA COMUNIDAD,0,En Ejecución,,07/09/2016,01/12/2016,15,"Desarrollo Agrario, Territorial y Urbano",M001,Actividades de apoyo administrativo,0,,4901658,4901658,4901658,4901658,4901657.82,4901657.82,4901657.82,100,0,100,Kilómetro,Trimestral,3 Semanas Mes y Medio despues de terminado el trimestre,Unidad de Evaluación del Desempeño,Transparecencia Presupuestaria trans_presupuestaria@hacienda.gob.mx
Minería,5,2017,Tercer Trimestre,Gubernamental,ZAC16170200903610,Conservacion Rutinaria Del Camino La Bufa -  Vetagrande  E.C. Zacatecas / Saltillo En  10.0 Km,32,Zacatecas,0,Cobertura estatal,,,,,-,4,Fideicomisos,SINFRA,3,Transportes y vialidades,Para una mejor movilidad en las carreteras estatales,1093,En Ejecución,,15/03/2016,01/07/2016,15,"Desarrollo Agrario, Territorial y Urbano",M001,Actividades de apoyo administrativo,0,,500000,500000,500000,500000,500000,500000,500000,100,0,100,Kilómetro,Trimestral,3 Semanas Mes y Medio despues de terminado el trimestre,Unidad de Evaluación del Desempeño,Transparecencia Presupuestaria trans_presupuestaria@hacienda.gob.mx
