CICLO,ID_ENTIDAD_FEDERATIVA,ENTIDAD_FEDERATIVA,ID_MUNICIPIO,MUNICIPIO,NUM_CUENTAS_PAGADAS,MONTO_PREDIAL
2016,13,Hidalgo,6,Alfajayucan,6950,732160.53
2013,13,Hidalgo,7,Almoloya,2769,316091
2014,13,Hidalgo,7,Almoloya,2715,355446
2015,13,Hidalgo,7,Almoloya,2862,403162.31
2016,13,Hidalgo,7,Almoloya,2640,357264
2013,13,Hidalgo,8,Apan,23194,2144112
2014,13,Hidalgo,8,Apan,23617,2172091
2015,13,Hidalgo,8,Apan,12105,8592028.02
2016,13,Hidalgo,8,Apan,9897,1885723
2013,13,Hidalgo,9,El Arenal,5082,854167
2014,13,Hidalgo,9,El Arenal,5650,916143
2015,13,Hidalgo,9,El Arenal,6067,1049916.6
2016,13,Hidalgo,9,El Arenal,5146,1415769
2013,13,Hidalgo,10,Atitalaquia,6178,18658646
2014,13,Hidalgo,10,Atitalaquia,6480,16790472
2015,13,Hidalgo,10,Atitalaquia,6478,20489382
2016,13,Hidalgo,10,Atitalaquia,6629,22699838
2013,13,Hidalgo,11,Atlapexco,2027,314796
2014,13,Hidalgo,11,Atlapexco,1942,296053
2015,13,Hidalgo,11,Atlapexco,2035,305411.74
2016,13,Hidalgo,11,Atlapexco,2206,414371
2013,13,Hidalgo,12,Atotonilco el Grande,9439,1656769
2014,13,Hidalgo,12,Atotonilco el Grande,10650,1846468
2015,13,Hidalgo,12,Atotonilco el Grande,9388,1445394.5
2016,13,Hidalgo,12,Atotonilco el Grande,7594,1477095
2013,13,Hidalgo,13,Atotonilco de Tula,12446,17114063
2014,13,Hidalgo,13,Atotonilco de Tula,10577,18681430
2015,13,Hidalgo,13,Atotonilco de Tula,11343,18888332
2016,13,Hidalgo,13,Atotonilco de Tula,12077,22600866
2013,13,Hidalgo,14,Calnali,2643,592882
2014,13,Hidalgo,14,Calnali,2952,921332
2015,13,Hidalgo,14,Calnali,3029,716516.02
2016,13,Hidalgo,14,Calnali,3033,739827
2013,13,Hidalgo,15,Cardonal,4243,406989
2014,13,Hidalgo,15,Cardonal,3909,410740
2015,13,Hidalgo,15,Cardonal,3402,531302.12
2016,13,Hidalgo,15,Cardonal,3635,552500
2013,13,Hidalgo,16,Cuautepec de Hinojosa,11729,3045285
2014,13,Hidalgo,16,Cuautepec de Hinojosa,12316,3773644
2015,13,Hidalgo,16,Cuautepec de Hinojosa,13157,4164583.18
2016,13,Hidalgo,16,Cuautepec de Hinojosa,12157,4738177
2013,13,Hidalgo,17,Chapantongo,4060,391387
2014,13,Hidalgo,17,Chapantongo,4136,472173
2015,13,Hidalgo,17,Chapantongo,3943,740226.27
2016,13,Hidalgo,17,Chapantongo,4523,958603
2013,13,Hidalgo,18,Chapulhuacán,2916,489842
2014,13,Hidalgo,18,Chapulhuacán,2712,455615
2015,13,Hidalgo,18,Chapulhuacán,3114,556754.87
2016,13,Hidalgo,18,Chapulhuacán,3342,572923
2013,13,Hidalgo,19,Chilcuautla,3497,1060353
2014,13,Hidalgo,19,Chilcuautla,3522,1290527
2015,13,Hidalgo,19,Chilcuautla,3576,1240573
2016,13,Hidalgo,19,Chilcuautla,3474,1253407
2013,13,Hidalgo,20,Eloxochitlán,779,229072
2014,13,Hidalgo,20,Eloxochitlán,731,209229
2015,13,Hidalgo,20,Eloxochitlán,881,259161.5
2016,13,Hidalgo,20,Eloxochitlán,941,264742
2013,13,Hidalgo,21,Emiliano Zapata,2975,1299967
2014,13,Hidalgo,21,Emiliano Zapata,3503,1677055
2015,13,Hidalgo,21,Emiliano Zapata,2776,936464.2
2016,13,Hidalgo,21,Emiliano Zapata,3257,1391095
2013,13,Hidalgo,22,Epazoyucan,4124,1124807
2014,13,Hidalgo,22,Epazoyucan,4540,1420885
2015,13,Hidalgo,22,Epazoyucan,4481,1426363.59
2016,13,Hidalgo,22,Epazoyucan,4195,1200217
2013,13,Hidalgo,23,Francisco I. Madero,5317,820805
2014,13,Hidalgo,23,Francisco I. Madero,6444,1384065
2015,13,Hidalgo,23,Francisco I. Madero,6194,1636267.5
2016,13,Hidalgo,23,Francisco I. Madero,6256,1638565
2013,13,Hidalgo,24,Huasca de Ocampo,4908,1678639
2014,13,Hidalgo,24,Huasca de Ocampo,5014,1814463
2015,13,Hidalgo,24,Huasca de Ocampo,6460,2205561.05
2016,13,Hidalgo,24,Huasca de Ocampo,5968,2590647
2013,13,Hidalgo,25,Huautla,4497,452426
2014,13,Hidalgo,25,Huautla,4464,389198
2015,13,Hidalgo,25,Huautla,3391,814757
2016,13,Hidalgo,25,Huautla,3203,767964
2013,13,Hidalgo,26,Huazalingo,1058,130374
2014,13,Hidalgo,26,Huazalingo,1092,99194
2015,13,Hidalgo,26,Huazalingo,986,135595.32
2016,13,Hidalgo,26,Huazalingo,888,100092
2013,13,Hidalgo,27,Huehuetla,1653,156154
2014,13,Hidalgo,27,Huehuetla,1648,126908
2015,13,Hidalgo,27,Huehuetla,1442,108849.29
2016,13,Hidalgo,27,Huehuetla,1126,85070
2013,13,Hidalgo,28,Huejutla de Reyes,14739,3324872
2014,13,Hidalgo,28,Huejutla de Reyes,13889,3944987
2015,13,Hidalgo,28,Huejutla de Reyes,14043,2964583
2016,13,Hidalgo,28,Huejutla de Reyes,13676,2653489
2013,13,Hidalgo,29,Huichapan,16577,16344665
2014,13,Hidalgo,29,Huichapan,16463,16741530
2015,13,Hidalgo,29,Huichapan,16306,17638307
2016,13,Hidalgo,29,Huichapan,16433,19500197
2013,13,Hidalgo,30,Ixmiquilpan,11076,5694023
2014,13,Hidalgo,30,Ixmiquilpan,11584,5938358
2015,13,Hidalgo,30,Ixmiquilpan,12323,6354713.57
2016,13,Hidalgo,30,Ixmiquilpan,12643,6733444
2013,13,Hidalgo,31,Jacala de Ledezma,1694,169325
2014,13,Hidalgo,31,Jacala de Ledezma,1367,162980
2015,13,Hidalgo,31,Jacala de Ledezma,1733,362850.96
2016,13,Hidalgo,31,Jacala de Ledezma,1693,296809
2013,13,Hidalgo,32,Jaltocán,1017,138893
2014,13,Hidalgo,32,Jaltocán,1310,131671
2015,13,Hidalgo,32,Jaltocán,1028,99947.29
2016,13,Hidalgo,32,Jaltocán,1061,93616
2013,13,Hidalgo,33,Juárez Hidalgo,619,63867
2014,13,Hidalgo,33,Juárez Hidalgo,629,64136
2015,13,Hidalgo,33,Juárez Hidalgo,607,62759
2016,13,Hidalgo,33,Juárez Hidalgo,588,66982
2013,13,Hidalgo,34,Lolotla,1355,350803
2014,13,Hidalgo,34,Lolotla,2131,471863
2015,13,Hidalgo,34,Lolotla,2110,720610.06
2016,13,Hidalgo,34,Lolotla,1847,384103
2013,13,Hidalgo,35,Metepec,2520,416614
2014,13,Hidalgo,35,Metepec,2661,430185
2015,13,Hidalgo,35,Metepec,2840,562346.93
2016,13,Hidalgo,35,Metepec,2838,474431
2013,13,Hidalgo,36,San Agustín Metzquititlán,1621,424731
2014,13,Hidalgo,36,San Agustín Metzquititlán,1808,485507
2015,13,Hidalgo,36,San Agustín Metzquititlán,1801,393987.15
2016,13,Hidalgo,36,San Agustín Metzquititlán,2624,534270
2013,13,Hidalgo,37,Metztitlán,4102,589774
2014,13,Hidalgo,37,Metztitlán,4145,555973
2015,13,Hidalgo,37,Metztitlán,4188,552680.45
2016,13,Hidalgo,37,Metztitlán,4506,654969
2013,13,Hidalgo,38,Mineral del Chico,3423,845694
2014,13,Hidalgo,38,Mineral del Chico,4248,1341839
2015,13,Hidalgo,38,Mineral del Chico,2454,719373
2016,13,Hidalgo,38,Mineral del Chico,3630,794728
2013,13,Hidalgo,39,Mineral del Monte,4138,1996791
2014,13,Hidalgo,39,Mineral del Monte,3927,2110850
2015,13,Hidalgo,39,Mineral del Monte,3863,1803544.95
2016,13,Hidalgo,39,Mineral del Monte,4548,2019316
2013,13,Hidalgo,40,La Misión,1278,248384
2014,13,Hidalgo,40,La Misión,1895,301650
2015,13,Hidalgo,40,La Misión,1289,168465.2
2016,13,Hidalgo,40,La Misión,1364,144673
2013,13,Hidalgo,41,Mixquiahuala de Juárez,8760,3189106.41
2014,13,Hidalgo,41,Mixquiahuala de Juárez,9048,3417462
2015,13,Hidalgo,41,Mixquiahuala de Juárez,9430,4053134.88
2016,13,Hidalgo,41,Mixquiahuala de Juárez,9652,4835816
2013,13,Hidalgo,42,Molango de Escamilla,1986,777974
2014,13,Hidalgo,42,Molango de Escamilla,1964,595125
2015,13,Hidalgo,42,Molango de Escamilla,2149,864660.57
2016,13,Hidalgo,42,Molango de Escamilla,2869,830002
2013,13,Hidalgo,43,Nicolás Flores,2749,300981
2014,13,Hidalgo,43,Nicolás Flores,3126,342224
2015,13,Hidalgo,43,Nicolás Flores,1974,287583.78
2016,13,Hidalgo,43,Nicolás Flores,1924,287912
2013,13,Hidalgo,44,Nopala de Villagrán,6948,745736
2014,13,Hidalgo,44,Nopala de Villagrán,7293,1008803
2015,13,Hidalgo,44,Nopala de Villagrán,7453,1162009.29
2016,13,Hidalgo,44,Nopala de Villagrán,7916,1287733
2013,13,Hidalgo,45,Omitlán de Juárez,1609,588302
2014,13,Hidalgo,45,Omitlán de Juárez,1569,610900
2015,13,Hidalgo,45,Omitlán de Juárez,1810,620869.74
2016,13,Hidalgo,45,Omitlán de Juárez,2471,681003
2013,13,Hidalgo,46,San Felipe Orizatlán,3832,595858
2014,13,Hidalgo,46,San Felipe Orizatlán,4526,1035793
2015,13,Hidalgo,46,San Felipe Orizatlán,4880,1102542.5
2016,13,Hidalgo,46,San Felipe Orizatlán,2800,451663
2013,13,Hidalgo,47,Pacula,1400,118570
2014,13,Hidalgo,47,Pacula,1527,118696
2015,13,Hidalgo,47,Pacula,1725,115089
2016,13,Hidalgo,47,Pacula,1741,125518
2013,13,Hidalgo,48,Pachuca de Soto,71332,75189016
2014,13,Hidalgo,48,Pachuca de Soto,76350,83311479
2015,13,Hidalgo,48,Pachuca de Soto,79346,78470238
2016,13,Hidalgo,48,Pachuca de Soto,79089,82840660
2013,13,Hidalgo,49,Pisaflores,1227,146517
2014,13,Hidalgo,49,Pisaflores,1238,166189
2015,13,Hidalgo,49,Pisaflores,1343,339514.59
2016,13,Hidalgo,49,Pisaflores,1324,271466
2013,13,Hidalgo,50,Progreso de Obregón,4453,1550536
2014,13,Hidalgo,50,Progreso de Obregón,4964,1914312
2015,13,Hidalgo,50,Progreso de Obregón,5073,2865403.08
2016,13,Hidalgo,50,Progreso de Obregón,5866,4304941
2013,13,Hidalgo,51,Mineral de la Reforma,46339,31689543
2014,13,Hidalgo,51,Mineral de la Reforma,42431,32151824
2015,13,Hidalgo,51,Mineral de la Reforma,40492,30530014.93
2016,13,Hidalgo,51,Mineral de la Reforma,42076,44221605
2013,13,Hidalgo,52,San Agustín Tlaxiaca,6381,2298432
2014,13,Hidalgo,52,San Agustín Tlaxiaca,5916,2289780
2015,13,Hidalgo,52,San Agustín Tlaxiaca,6224,3360199
2016,13,Hidalgo,52,San Agustín Tlaxiaca,6254,3340481
2013,13,Hidalgo,53,San Bartolo Tutotepec,2096,445058.71
2014,13,Hidalgo,53,San Bartolo Tutotepec,2377,501849
2015,13,Hidalgo,53,San Bartolo Tutotepec,1872,363335.26
2016,13,Hidalgo,53,San Bartolo Tutotepec,1575,259982
2013,13,Hidalgo,54,San Salvador,4381,914642
2014,13,Hidalgo,54,San Salvador,4474,942801
2015,13,Hidalgo,54,San Salvador,4899,1228372.05
2016,13,Hidalgo,54,San Salvador,5285,1304826
2013,13,Hidalgo,55,Santiago de Anaya,2986,986356
2014,13,Hidalgo,55,Santiago de Anaya,3135,2049536.11
2015,13,Hidalgo,55,Santiago de Anaya,2956,1768152.16
2016,13,Hidalgo,55,Santiago de Anaya,2805,1790840
2013,13,Hidalgo,56,Santiago Tulantepec de Lugo Guerrero,7653,2687899
2014,13,Hidalgo,56,Santiago Tulantepec de Lugo Guerrero,7232,3001950
2015,13,Hidalgo,56,Santiago Tulantepec de Lugo Guerrero,7008,3023122.75
2016,13,Hidalgo,56,Santiago Tulantepec de Lugo Guerrero,8138,3884374
2013,13,Hidalgo,57,Singuilucan,4081,1684922
2014,13,Hidalgo,57,Singuilucan,2914,1176543
2015,13,Hidalgo,57,Singuilucan,3338,1165710.44
2016,13,Hidalgo,57,Singuilucan,3788,1057174
2013,13,Hidalgo,58,Tasquillo,6099,1358068
2014,13,Hidalgo,58,Tasquillo,6029,1355184
2015,13,Hidalgo,58,Tasquillo,6278,1512688.06
2016,13,Hidalgo,58,Tasquillo,6317,1562287
2013,13,Hidalgo,59,Tecozautla,9545,3570949
2014,13,Hidalgo,59,Tecozautla,9490,3839909
2015,13,Hidalgo,59,Tecozautla,9376,3181170
2016,13,Hidalgo,59,Tecozautla,9862,3739731
2013,13,Hidalgo,60,Tenango de Doria,2205,492742
2014,13,Hidalgo,60,Tenango de Doria,2763,693271
2015,13,Hidalgo,60,Tenango de Doria,3027,613607
2016,13,Hidalgo,60,Tenango de Doria,2698,649660
2013,13,Hidalgo,61,Tepeapulco,11816,18388982
2014,13,Hidalgo,61,Tepeapulco,12939,22044220
2015,13,Hidalgo,61,Tepeapulco,14209,28127318
2016,13,Hidalgo,61,Tepeapulco,15860,29439192
2013,13,Hidalgo,62,Tepehuacán de Guerrero,678,756911
2014,13,Hidalgo,62,Tepehuacán de Guerrero,485,607283
2015,13,Hidalgo,62,Tepehuacán de Guerrero,722,646167.71
2016,13,Hidalgo,62,Tepehuacán de Guerrero,697,712794
2013,13,Hidalgo,63,Tepeji del Río de Ocampo,13952,19460867
2014,13,Hidalgo,63,Tepeji del Río de Ocampo,14224,23968021
2015,13,Hidalgo,63,Tepeji del Río de Ocampo,14443,27779856.11
2016,13,Hidalgo,63,Tepeji del Río de Ocampo,15022,27369976.35
2013,13,Hidalgo,64,Tepetitlán,2971,687340
2014,13,Hidalgo,64,Tepetitlán,3115,873501
2015,13,Hidalgo,64,Tepetitlán,2893,3304944.22
2016,13,Hidalgo,64,Tepetitlán,2993,630309
2013,13,Hidalgo,65,Tetepango,2082,669114.42
2014,13,Hidalgo,65,Tetepango,1745,809732
2015,13,Hidalgo,65,Tetepango,2189,632699
2016,13,Hidalgo,65,Tetepango,2190,726904
2013,13,Hidalgo,66,Villa de Tezontepec,3380,1423549
2014,13,Hidalgo,66,Villa de Tezontepec,3570,1858333
2015,13,Hidalgo,66,Villa de Tezontepec,3636,2215068
2016,13,Hidalgo,66,Villa de Tezontepec,3647,2228478.7
2013,13,Hidalgo,67,Tezontepec de Aldama,8306,928098
2014,13,Hidalgo,67,Tezontepec de Aldama,8355,920704
2015,13,Hidalgo,67,Tezontepec de Aldama,8098,884329
2016,13,Hidalgo,67,Tezontepec de Aldama,7522,1036608
2013,13,Hidalgo,68,Tianguistengo,1290,276657
2014,13,Hidalgo,68,Tianguistengo,1350,292132
2015,13,Hidalgo,68,Tianguistengo,1365,308744
2016,13,Hidalgo,68,Tianguistengo,1381,324284
2013,13,Hidalgo,69,Tizayuca,44252,28138441
2014,13,Hidalgo,69,Tizayuca,45137,31008939
2015,13,Hidalgo,69,Tizayuca,46297,34363077
2016,13,Hidalgo,69,Tizayuca,46015,34280792
2013,13,Hidalgo,70,Tlahuelilpan,2482,727942
2014,13,Hidalgo,70,Tlahuelilpan,2696,761292
2015,13,Hidalgo,70,Tlahuelilpan,3068,1066933.94
2016,13,Hidalgo,70,Tlahuelilpan,3163,1294210
2013,13,Hidalgo,71,Tlahuiltepa,1233,214157
2014,13,Hidalgo,71,Tlahuiltepa,1382,260885
2015,13,Hidalgo,71,Tlahuiltepa,1409,281589.49
2016,13,Hidalgo,71,Tlahuiltepa,1471,236657
2013,13,Hidalgo,72,Tlanalapa,3316,611204
2014,13,Hidalgo,72,Tlanalapa,3813,652693
2015,13,Hidalgo,72,Tlanalapa,3041,553622
2016,13,Hidalgo,72,Tlanalapa,4809,917926
2013,13,Hidalgo,73,Tlanchinol,4196,1130878
2014,13,Hidalgo,73,Tlanchinol,3620,702338
2015,13,Hidalgo,73,Tlanchinol,3422,415245
2016,13,Hidalgo,73,Tlanchinol,2996,378993
2013,13,Hidalgo,74,Tlaxcoapan,6289,2761864
2014,13,Hidalgo,74,Tlaxcoapan,5662,2179143
2015,13,Hidalgo,74,Tlaxcoapan,6159,2765883.59
2016,13,Hidalgo,74,Tlaxcoapan,6324,2817972
2013,13,Hidalgo,75,Tolcayuca,3577,2318997
2014,13,Hidalgo,75,Tolcayuca,3940,3090727
2015,13,Hidalgo,75,Tolcayuca,4440,4266882
2016,13,Hidalgo,75,Tolcayuca,5556,5149209
2013,13,Hidalgo,76,Tula de Allende,20534,25750305
2014,13,Hidalgo,76,Tula de Allende,24640,31604953
2015,13,Hidalgo,76,Tula de Allende,26325,32275164.8
2016,13,Hidalgo,76,Tula de Allende,21124,32244153
2013,13,Hidalgo,77,Tulancingo de Bravo,31023,24781002
2014,13,Hidalgo,77,Tulancingo de Bravo,33431,33030309
2015,13,Hidalgo,77,Tulancingo de Bravo,34179,32215275.17
2016,13,Hidalgo,77,Tulancingo de Bravo,36985,35483648
2013,13,Hidalgo,78,Xochiatipan,1488,247785
2014,13,Hidalgo,78,Xochiatipan,2018,141171
2015,13,Hidalgo,78,Xochiatipan,1997,134772.35
2016,13,Hidalgo,78,Xochiatipan,1910,113626
2013,13,Hidalgo,79,Xochicoatlán,2071,398515
2014,13,Hidalgo,79,Xochicoatlán,2024,424770
2015,13,Hidalgo,79,Xochicoatlán,2019,630377
2016,13,Hidalgo,79,Xochicoatlán,2044,588336
2013,13,Hidalgo,80,Yahualica,2237,227354
2014,13,Hidalgo,80,Yahualica,2287,279372
2015,13,Hidalgo,80,Yahualica,2481,291680
2016,13,Hidalgo,80,Yahualica,2073,306901
2013,13,Hidalgo,81,Zacualtipán de Ángeles,6666,1019007
2014,13,Hidalgo,81,Zacualtipán de Ángeles,6319,1068052
2015,13,Hidalgo,81,Zacualtipán de Ángeles,6670,1051409
2016,13,Hidalgo,81,Zacualtipán de Ángeles,6782,1172726
2013,13,Hidalgo,82,Zapotlán de Juárez,3481,2463419
2014,13,Hidalgo,82,Zapotlán de Juárez,3603,2566461
2015,13,Hidalgo,82,Zapotlán de Juárez,3776,2733656.13
2016,13,Hidalgo,82,Zapotlán de Juárez,4996,4224057
2013,13,Hidalgo,83,Zempoala,10210,4265976
2014,13,Hidalgo,83,Zempoala,11839,4928365
2015,13,Hidalgo,83,Zempoala,16641,6141212
2016,13,Hidalgo,83,Zempoala,17164,8056082
2013,13,Hidalgo,84,Zimapán,6307,2878778
2014,13,Hidalgo,84,Zimapán,6457,2594520
2015,13,Hidalgo,84,Zimapán,6363,2758921.04
2016,13,Hidalgo,84,Zimapán,6844,3595943
2004,14,Jalisco,0,Cobertura estatal,No disponible ,1139447314
2005,14,Jalisco,0,Cobertura estatal,No disponible ,1226602172
2006,14,Jalisco,0,Cobertura estatal,No disponible ,1347942247
2007,14,Jalisco,0,Cobertura estatal,No disponible ,1492428189
2008,14,Jalisco,0,Cobertura estatal,No disponible ,1751783811
2009,14,Jalisco,0,Cobertura estatal,No disponible ,1876095049
2010,14,Jalisco,0,Cobertura estatal,No disponible ,2034090016
2011,14,Jalisco,0,Cobertura estatal,No disponible ,2130990553
2012,14,Jalisco,0,Cobertura estatal,No disponible ,2264456960
2013,14,Jalisco,1,Acatic,12423,4029243.38
2014,14,Jalisco,1,Acatic,13020,4771389.47
2015,14,Jalisco,1,Acatic,13273,5117504.05
2016,14,Jalisco,1,Acatic,13573,5500826.31
2013,14,Jalisco,2,Acatlán de Juárez,5426,2702588.92
2014,14,Jalisco,2,Acatlán de Juárez,7594,4313051.6
2015,14,Jalisco,2,Acatlán de Juárez,7643,4330551.01
2016,14,Jalisco,2,Acatlán de Juárez,7913,4830904.14
2013,14,Jalisco,3,Ahualulco de Mercado,5806,3337305.69
2014,14,Jalisco,3,Ahualulco de Mercado,6062,3647542.5
2015,14,Jalisco,3,Ahualulco de Mercado,6590,4132652.59
2016,14,Jalisco,3,Ahualulco de Mercado,7009,4598065.11
2013,14,Jalisco,4,Amacueca,3810,775054
2014,14,Jalisco,4,Amacueca,3873,1007486.25
2015,14,Jalisco,4,Amacueca,3918,1111001.88
2016,14,Jalisco,4,Amacueca,3991,1184442.59
2013,14,Jalisco,5,Amatitán,2764,3027809.27
2014,14,Jalisco,5,Amatitán,2761,2924743.12
2015,14,Jalisco,5,Amatitán,2791,3935228.06
2016,14,Jalisco,5,Amatitán,3017,3869424.2
2013,14,Jalisco,6,Ameca,13218,7537047.31
2014,14,Jalisco,6,Ameca,14743,7741643.43
2015,14,Jalisco,6,Ameca,15417,9031713.44
2016,14,Jalisco,6,Ameca,16625,10292453.81
2013,14,Jalisco,7,San Juanito de Escobedo,1438,494605.46
2014,14,Jalisco,7,San Juanito de Escobedo,1320,394966.66
2015,14,Jalisco,7,San Juanito de Escobedo,1152,321278
2016,14,Jalisco,7,San Juanito de Escobedo,1314,533232.14
2013,14,Jalisco,8,Arandas,35492,13356947.57
2014,14,Jalisco,8,Arandas,36412,14510026.25
2015,14,Jalisco,8,Arandas,38594,16195935.51
2016,14,Jalisco,8,Arandas,40269,17355756.56
2013,14,Jalisco,9,El Arenal,5876,4416396.45
2014,14,Jalisco,9,El Arenal,6111,5108580.11
2015,14,Jalisco,9,El Arenal,6267,5518235.91
2016,14,Jalisco,9,El Arenal,7479,6367291.35
2013,14,Jalisco,10,Atemajac de Brizuela,1818,967234.97
2014,14,Jalisco,10,Atemajac de Brizuela,1832,1197412.15
2015,14,Jalisco,10,Atemajac de Brizuela,1868,1234387.82
2016,14,Jalisco,10,Atemajac de Brizuela,1795,1263216.42
2013,14,Jalisco,11,Atengo,2301,740558
2014,14,Jalisco,11,Atengo,2310,786543.14
2015,14,Jalisco,11,Atengo,2248,889565.7
2016,14,Jalisco,11,Atengo,2336,919393.41
2013,14,Jalisco,12,Atenguillo,2717,1074381.31
2014,14,Jalisco,12,Atenguillo,2732,1100891.81
2015,14,Jalisco,12,Atenguillo,3377,1189940.03
2016,14,Jalisco,12,Atenguillo,2911,1293807.82
2013,14,Jalisco,13,Atotonilco el Alto,21476,13133897.31
2014,14,Jalisco,13,Atotonilco el Alto,21763,13535286.2
2015,14,Jalisco,13,Atotonilco el Alto,24246,14372089.89
2016,14,Jalisco,13,Atotonilco el Alto,25427,15133046.28
2013,14,Jalisco,14,Atoyac,3999,1918467.23
2014,14,Jalisco,14,Atoyac,4551,2304610.4
2015,14,Jalisco,14,Atoyac,4379,2171879.88
2016,14,Jalisco,14,Atoyac,4294,2185368.72
2013,14,Jalisco,15,Autlán de Navarro,17769,12687544
2014,14,Jalisco,15,Autlán de Navarro,18015,13827421
2015,14,Jalisco,15,Autlán de Navarro,18330,14434964
2016,14,Jalisco,15,Autlán de Navarro,19252,16381993
2013,14,Jalisco,16,Ayotlán,14026,4082304.65
2014,14,Jalisco,16,Ayotlán,14781,4473908.09
2015,14,Jalisco,16,Ayotlán,13896,4593527.62
2016,14,Jalisco,16,Ayotlán,13934,5040806
2013,14,Jalisco,17,Ayutla,6020,1352960.92
2014,14,Jalisco,17,Ayutla,6077,1427346.48
2015,14,Jalisco,17,Ayutla,6393,1697719.64
2016,14,Jalisco,17,Ayutla,6687,1586478.69
2013,14,Jalisco,18,La Barca,10749,8269424.68
2014,14,Jalisco,18,La Barca,10587,7413808.18
2015,14,Jalisco,18,La Barca,10533,7564906.4
2016,14,Jalisco,18,La Barca,6838,4243386.79
2013,14,Jalisco,19,Bolaños,1116,664289.39
2014,14,Jalisco,19,Bolaños,1096,643766.38
2015,14,Jalisco,19,Bolaños,1095,524694.89
2016,14,Jalisco,19,Bolaños,1144,619190.15
2013,14,Jalisco,20,Cabo Corrientes,931,758590
2014,14,Jalisco,20,Cabo Corrientes,1194,1164873
2015,14,Jalisco,20,Cabo Corrientes,918,999939
2016,14,Jalisco,20,Cabo Corrientes,941,1100255.37
2013,14,Jalisco,21,Casimiro Castillo,6401,2203567.79
2014,14,Jalisco,21,Casimiro Castillo,6261,2146574.1
2015,14,Jalisco,21,Casimiro Castillo,6714,2227665.21
2016,14,Jalisco,21,Casimiro Castillo,7062,2419309.08
2013,14,Jalisco,22,Cihuatlán,10466,8589256.97
2014,14,Jalisco,22,Cihuatlán,13859,8883985.35
2015,14,Jalisco,22,Cihuatlán,14188,9655979.08
2016,14,Jalisco,22,Cihuatlán,15973,11330977
2013,14,Jalisco,23,Zapotlán el Grande,31882,18399916.91
2014,14,Jalisco,23,Zapotlán el Grande,32025,19504671.24
2015,14,Jalisco,23,Zapotlán el Grande,32164,20788922.07
2016,14,Jalisco,23,Zapotlán el Grande,35185,25613342.94
2013,14,Jalisco,24,Cocula,9248,4859945.73
2014,14,Jalisco,24,Cocula,8671,4166932.68
2015,14,Jalisco,24,Cocula,8699,5423802.68
2016,14,Jalisco,24,Cocula,10228,6204532.32
2013,14,Jalisco,25,Colotlán,11432,3074262.46
2014,14,Jalisco,25,Colotlán,11614,3263668.29
2015,14,Jalisco,25,Colotlán,11018,3055574.72
2016,14,Jalisco,25,Colotlán,11214,3018592.66
2013,14,Jalisco,26,Concepción de Buenos Aires,3589,1462279
2014,14,Jalisco,26,Concepción de Buenos Aires,2770,1267676
2015,14,Jalisco,26,Concepción de Buenos Aires,3448,1621339
2016,14,Jalisco,26,Concepción de Buenos Aires,3420,1361077
2013,14,Jalisco,27,Cuautitlán de García Barragán,1523,792933.59
2014,14,Jalisco,27,Cuautitlán de García Barragán,1499,978876.19
2015,14,Jalisco,27,Cuautitlán de García Barragán,1247,912252.51
2016,14,Jalisco,27,Cuautitlán de García Barragán,1720,1129808.79
2013,14,Jalisco,28,Cuautla,1504,740850.01
2014,14,Jalisco,28,Cuautla,1524,651571.02
2015,14,Jalisco,28,Cuautla,1705,839845.51
2016,14,Jalisco,28,Cuautla,1675,874572.38
2013,14,Jalisco,29,Cuquío,11063,4897298.17
2014,14,Jalisco,29,Cuquío,13148,5183636.65
2015,14,Jalisco,29,Cuquío,15287,6313647.3
2016,14,Jalisco,29,Cuquío,13488,6936628.21
2013,14,Jalisco,30,Chapala,18335,24645778.54
2014,14,Jalisco,30,Chapala,18088,25792638.78
2015,14,Jalisco,30,Chapala,18113,29400688.25
2016,14,Jalisco,30,Chapala,19223,34817189.63
2013,14,Jalisco,31,Chimaltitán,1202,343002.16
2014,14,Jalisco,31,Chimaltitán,1191,428103.39
2015,14,Jalisco,31,Chimaltitán,1196,465583.04
2016,14,Jalisco,31,Chimaltitán,1219,451435.43
2013,14,Jalisco,32,Chiquilistlán,1830,731986.65
2014,14,Jalisco,32,Chiquilistlán,2195,921553.32
2015,14,Jalisco,32,Chiquilistlán,2676,1117373.84
2016,14,Jalisco,32,Chiquilistlán,2608,1063021.25
2013,14,Jalisco,33,Degollado,11378,2479169.48
2014,14,Jalisco,33,Degollado,11624,2534970.26
2015,14,Jalisco,33,Degollado,12265,2610207.61
2016,14,Jalisco,33,Degollado,14485,2926906.74
2013,14,Jalisco,34,Ejutla,1196,458045
2014,14,Jalisco,34,Ejutla,1244,537465.33
2015,14,Jalisco,34,Ejutla,1369,560401.02
2016,14,Jalisco,34,Ejutla,1420,625505
2013,14,Jalisco,35,Encarnación de Díaz,17666,4841996.38
2014,14,Jalisco,35,Encarnación de Díaz,17607,4527957.75
2015,14,Jalisco,35,Encarnación de Díaz,18154,5109192.94
2016,14,Jalisco,35,Encarnación de Díaz,20638,6359579.63
2013,14,Jalisco,36,Etzatlán,7691,4291402.67
2014,14,Jalisco,36,Etzatlán,7803,4551207.97
2015,14,Jalisco,36,Etzatlán,8395,4896923.86
2016,14,Jalisco,36,Etzatlán,8814,5214544.69
