SECTOR,ID_PASO_EITI,CICLO,PERIODO,ID_RAMO,DESC_RAMO,ID_UR,DESC_UR,ID_MODALIDAD,DESC_MODALIDAD,ID_PP,DESC_PP,ID_PARTIDA_ESPECIFICA,DESC_PARTIDA_ESPECIFICA,ID_ENTIDAD_FEDERATIVA,ENTIDAD_FEDERATIVA,MONTO_APROBADO,MONTO_MODIFICADO,MONTO_DEVENGADO,MONTO_PAGADO,MONTO_EJERCIDO,FECHA_PUBLICACION,FECHA_MODIFICACION,FUENTE_INFORMACION,CONTACTO_INFORMACION
Minería,4,2015,,15,"Desarrollo Agrario, Territorial y Urbano",400,Oficialía Mayor,M,Apoyo al proceso presupuestario y para mejorar la eficiencia institucional,1,Actividades de apoyo administrativo,,,9,Distrito Federal,"128,236.00",,,,,Trimestral,3 Semanas Mes y Medio despues de terminado el trimestre,Unidad de Evaluación del Desempeño,Transparencia Presupuestaria trans_presupuestaria@hacienda.gob.mx
Minería,4,2015,,15,"Desarrollo Agrario, Territorial y Urbano",400,Oficialía Mayor,M,Apoyo al proceso presupuestario y para mejorar la eficiencia institucional,1,Actividades de apoyo administrativo,,,9,Distrito Federal,"14,580.00",,,,,Trimestral,3 Semanas Mes y Medio despues de terminado el trimestre,Unidad de Evaluación del Desempeño,Transparencia Presupuestaria trans_presupuestaria@hacienda.gob.mx
Minería,4,2015,,15,"Desarrollo Agrario, Territorial y Urbano",400,Oficialía Mayor,M,Apoyo al proceso presupuestario y para mejorar la eficiencia institucional,1,Actividades de apoyo administrativo,,,9,Distrito Federal,"177,133.00",,,,,Trimestral,3 Semanas Mes y Medio despues de terminado el trimestre,Unidad de Evaluación del Desempeño,Transparencia Presupuestaria trans_presupuestaria@hacienda.gob.mx
Minería,4,2015,,15,"Desarrollo Agrario, Territorial y Urbano",400,Oficialía Mayor,M,Apoyo al proceso presupuestario y para mejorar la eficiencia institucional,1,Actividades de apoyo administrativo,,,9,Distrito Federal,"244,664.00",,,,,Trimestral,3 Semanas Mes y Medio despues de terminado el trimestre,Unidad de Evaluación del Desempeño,Transparencia Presupuestaria trans_presupuestaria@hacienda.gob.mx
Minería,4,2015,,15,"Desarrollo Agrario, Territorial y Urbano",400,Oficialía Mayor,M,Apoyo al proceso presupuestario y para mejorar la eficiencia institucional,1,Actividades de apoyo administrativo,,,9,Distrito Federal,"817,710.00",,,,,Trimestral,3 Semanas Mes y Medio despues de terminado el trimestre,Unidad de Evaluación del Desempeño,Transparencia Presupuestaria trans_presupuestaria@hacienda.gob.mx
Minería,4,2015,,15,"Desarrollo Agrario, Territorial y Urbano",400,Oficialía Mayor,M,Apoyo al proceso presupuestario y para mejorar la eficiencia institucional,1,Actividades de apoyo administrativo,,,9,Distrito Federal,"101,127.00",,,,,Trimestral,3 Semanas Mes y Medio despues de terminado el trimestre,Unidad de Evaluación del Desempeño,Transparencia Presupuestaria trans_presupuestaria@hacienda.gob.mx
Minería,4,2015,,15,"Desarrollo Agrario, Territorial y Urbano",400,Oficialía Mayor,M,Apoyo al proceso presupuestario y para mejorar la eficiencia institucional,1,Actividades de apoyo administrativo,,,9,Distrito Federal,"100,000.00",,,,,Trimestral,3 Semanas Mes y Medio despues de terminado el trimestre,Unidad de Evaluación del Desempeño,Transparencia Presupuestaria trans_presupuestaria@hacienda.gob.mx
Minería,4,2015,,15,"Desarrollo Agrario, Territorial y Urbano",400,Oficialía Mayor,M,Apoyo al proceso presupuestario y para mejorar la eficiencia institucional,1,Actividades de apoyo administrativo,,,9,Distrito Federal,"1,004.00",,,,,Trimestral,3 Semanas Mes y Medio despues de terminado el trimestre,Unidad de Evaluación del Desempeño,Transparencia Presupuestaria trans_presupuestaria@hacienda.gob.mx
Minería,4,2015,,15,"Desarrollo Agrario, Territorial y Urbano",400,Oficialía Mayor,M,Apoyo al proceso presupuestario y para mejorar la eficiencia institucional,1,Actividades de apoyo administrativo,,,9,Distrito Federal,"105,922.00",,,,,Trimestral,3 Semanas Mes y Medio despues de terminado el trimestre,Unidad de Evaluación del Desempeño,Transparencia Presupuestaria trans_presupuestaria@hacienda.gob.mx
Minería,4,2015,,15,"Desarrollo Agrario, Territorial y Urbano",400,Oficialía Mayor,M,Apoyo al proceso presupuestario y para mejorar la eficiencia institucional,1,Actividades de apoyo administrativo,,,9,Distrito Federal,"129,435.00",,,,,Trimestral,3 Semanas Mes y Medio despues de terminado el trimestre,Unidad de Evaluación del Desempeño,Transparencia Presupuestaria trans_presupuestaria@hacienda.gob.mx
Minería,4,2015,,15,"Desarrollo Agrario, Territorial y Urbano",400,Oficialía Mayor,M,Apoyo al proceso presupuestario y para mejorar la eficiencia institucional,1,Actividades de apoyo administrativo,,,9,Distrito Federal,"34,533.00",,,,,Trimestral,3 Semanas Mes y Medio despues de terminado el trimestre,Unidad de Evaluación del Desempeño,Transparencia Presupuestaria trans_presupuestaria@hacienda.gob.mx
Minería,4,2015,,15,"Desarrollo Agrario, Territorial y Urbano",400,Oficialía Mayor,M,Apoyo al proceso presupuestario y para mejorar la eficiencia institucional,1,Actividades de apoyo administrativo,,,9,Distrito Federal,"97,519.00",,,,,Trimestral,3 Semanas Mes y Medio despues de terminado el trimestre,Unidad de Evaluación del Desempeño,Transparencia Presupuestaria trans_presupuestaria@hacienda.gob.mx
Minería,4,2015,,15,"Desarrollo Agrario, Territorial y Urbano",400,Oficialía Mayor,M,Apoyo al proceso presupuestario y para mejorar la eficiencia institucional,1,Actividades de apoyo administrativo,,,9,Distrito Federal,"16,728.00",,,,,Trimestral,3 Semanas Mes y Medio despues de terminado el trimestre,Unidad de Evaluación del Desempeño,Transparencia Presupuestaria trans_presupuestaria@hacienda.gob.mx
Minería,4,2015,,15,"Desarrollo Agrario, Territorial y Urbano",400,Oficialía Mayor,M,Apoyo al proceso presupuestario y para mejorar la eficiencia institucional,1,Actividades de apoyo administrativo,,,9,Distrito Federal,"142,023.00",,,,,Trimestral,3 Semanas Mes y Medio despues de terminado el trimestre,Unidad de Evaluación del Desempeño,Transparencia Presupuestaria trans_presupuestaria@hacienda.gob.mx
Minería,4,2015,,15,"Desarrollo Agrario, Territorial y Urbano",400,Oficialía Mayor,M,Apoyo al proceso presupuestario y para mejorar la eficiencia institucional,1,Actividades de apoyo administrativo,,,9,Distrito Federal,"170,004.00",,,,,Trimestral,3 Semanas Mes y Medio despues de terminado el trimestre,Unidad de Evaluación del Desempeño,Transparencia Presupuestaria trans_presupuestaria@hacienda.gob.mx
Minería,4,2015,,15,"Desarrollo Agrario, Territorial y Urbano",400,Oficialía Mayor,M,Apoyo al proceso presupuestario y para mejorar la eficiencia institucional,1,Actividades de apoyo administrativo,,,9,Distrito Federal,"27,573.00",,,,,Trimestral,3 Semanas Mes y Medio despues de terminado el trimestre,Unidad de Evaluación del Desempeño,Transparencia Presupuestaria trans_presupuestaria@hacienda.gob.mx
Minería,4,2015,,15,"Desarrollo Agrario, Territorial y Urbano",400,Oficialía Mayor,M,Apoyo al proceso presupuestario y para mejorar la eficiencia institucional,1,Actividades de apoyo administrativo,,,9,Distrito Federal,"8,760.00",,,,,Trimestral,3 Semanas Mes y Medio despues de terminado el trimestre,Unidad de Evaluación del Desempeño,Transparencia Presupuestaria trans_presupuestaria@hacienda.gob.mx
Minería,4,2015,,15,"Desarrollo Agrario, Territorial y Urbano",400,Oficialía Mayor,M,Apoyo al proceso presupuestario y para mejorar la eficiencia institucional,1,Actividades de apoyo administrativo,,,9,Distrito Federal,"4,017.00",,,,,Trimestral,3 Semanas Mes y Medio despues de terminado el trimestre,Unidad de Evaluación del Desempeño,Transparencia Presupuestaria trans_presupuestaria@hacienda.gob.mx
Minería,4,2015,,15,"Desarrollo Agrario, Territorial y Urbano",400,Oficialía Mayor,M,Apoyo al proceso presupuestario y para mejorar la eficiencia institucional,1,Actividades de apoyo administrativo,,,9,Distrito Federal,"492,906.00",,,,,Trimestral,3 Semanas Mes y Medio despues de terminado el trimestre,Unidad de Evaluación del Desempeño,Transparencia Presupuestaria trans_presupuestaria@hacienda.gob.mx
Minería,4,2015,,15,"Desarrollo Agrario, Territorial y Urbano",400,Oficialía Mayor,M,Apoyo al proceso presupuestario y para mejorar la eficiencia institucional,1,Actividades de apoyo administrativo,,,9,Distrito Federal,"10,069,563.00",,,,,Trimestral,3 Semanas Mes y Medio despues de terminado el trimestre,Unidad de Evaluación del Desempeño,Transparencia Presupuestaria trans_presupuestaria@hacienda.gob.mx
Minería,4,2015,,15,"Desarrollo Agrario, Territorial y Urbano",400,Oficialía Mayor,M,Apoyo al proceso presupuestario y para mejorar la eficiencia institucional,1,Actividades de apoyo administrativo,,,9,Distrito Federal,"8,606,428.00",,,,,Trimestral,3 Semanas Mes y Medio despues de terminado el trimestre,Unidad de Evaluación del Desempeño,Transparencia Presupuestaria trans_presupuestaria@hacienda.gob.mx
Minería,4,2015,,15,"Desarrollo Agrario, Territorial y Urbano",400,Oficialía Mayor,M,Apoyo al proceso presupuestario y para mejorar la eficiencia institucional,1,Actividades de apoyo administrativo,,,9,Distrito Federal,"34,894.00",,,,,Trimestral,3 Semanas Mes y Medio despues de terminado el trimestre,Unidad de Evaluación del Desempeño,Transparencia Presupuestaria trans_presupuestaria@hacienda.gob.mx
Minería,4,2015,,15,"Desarrollo Agrario, Territorial y Urbano",400,Oficialía Mayor,M,Apoyo al proceso presupuestario y para mejorar la eficiencia institucional,1,Actividades de apoyo administrativo,,,9,Distrito Federal,"89,765.00",,,,,Trimestral,3 Semanas Mes y Medio despues de terminado el trimestre,Unidad de Evaluación del Desempeño,Transparencia Presupuestaria trans_presupuestaria@hacienda.gob.mx
Minería,4,2015,,15,"Desarrollo Agrario, Territorial y Urbano",400,Oficialía Mayor,M,Apoyo al proceso presupuestario y para mejorar la eficiencia institucional,1,Actividades de apoyo administrativo,,,9,Distrito Federal,"539,841.00",,,,,Trimestral,3 Semanas Mes y Medio despues de terminado el trimestre,Unidad de Evaluación del Desempeño,Transparencia Presupuestaria trans_presupuestaria@hacienda.gob.mx
Minería,4,2015,,15,"Desarrollo Agrario, Territorial y Urbano",400,Oficialía Mayor,M,Apoyo al proceso presupuestario y para mejorar la eficiencia institucional,1,Actividades de apoyo administrativo,,,9,Distrito Federal,"40,243.00",,,,,Trimestral,3 Semanas Mes y Medio despues de terminado el trimestre,Unidad de Evaluación del Desempeño,Transparencia Presupuestaria trans_presupuestaria@hacienda.gob.mx
Minería,4,2015,,15,"Desarrollo Agrario, Territorial y Urbano",400,Oficialía Mayor,M,Apoyo al proceso presupuestario y para mejorar la eficiencia institucional,1,Actividades de apoyo administrativo,,,9,Distrito Federal,"504,020.00",,,,,Trimestral,3 Semanas Mes y Medio despues de terminado el trimestre,Unidad de Evaluación del Desempeño,Transparencia Presupuestaria trans_presupuestaria@hacienda.gob.mx
Minería,4,2015,,15,"Desarrollo Agrario, Territorial y Urbano",400,Oficialía Mayor,M,Apoyo al proceso presupuestario y para mejorar la eficiencia institucional,1,Actividades de apoyo administrativo,,,9,Distrito Federal,"170,805.00",,,,,Trimestral,3 Semanas Mes y Medio despues de terminado el trimestre,Unidad de Evaluación del Desempeño,Transparencia Presupuestaria trans_presupuestaria@hacienda.gob.mx
Minería,4,2015,,15,"Desarrollo Agrario, Territorial y Urbano",400,Oficialía Mayor,M,Apoyo al proceso presupuestario y para mejorar la eficiencia institucional,1,Actividades de apoyo administrativo,,,9,Distrito Federal,"160,755.00",,,,,Trimestral,3 Semanas Mes y Medio despues de terminado el trimestre,Unidad de Evaluación del Desempeño,Transparencia Presupuestaria trans_presupuestaria@hacienda.gob.mx
Minería,4,2015,,15,"Desarrollo Agrario, Territorial y Urbano",400,Oficialía Mayor,M,Apoyo al proceso presupuestario y para mejorar la eficiencia institucional,1,Actividades de apoyo administrativo,,,9,Distrito Federal,"64,301.00",,,,,Trimestral,3 Semanas Mes y Medio despues de terminado el trimestre,Unidad de Evaluación del Desempeño,Transparencia Presupuestaria trans_presupuestaria@hacienda.gob.mx
Minería,4,2015,,15,"Desarrollo Agrario, Territorial y Urbano",400,Oficialía Mayor,M,Apoyo al proceso presupuestario y para mejorar la eficiencia institucional,1,Actividades de apoyo administrativo,,,9,Distrito Federal,"15,844.00",,,,,Trimestral,3 Semanas Mes y Medio despues de terminado el trimestre,Unidad de Evaluación del Desempeño,Transparencia Presupuestaria trans_presupuestaria@hacienda.gob.mx
Minería,4,2015,,15,"Desarrollo Agrario, Territorial y Urbano",400,Oficialía Mayor,M,Apoyo al proceso presupuestario y para mejorar la eficiencia institucional,1,Actividades de apoyo administrativo,,,9,Distrito Federal,"157,136.00",,,,,Trimestral,3 Semanas Mes y Medio despues de terminado el trimestre,Unidad de Evaluación del Desempeño,Transparencia Presupuestaria trans_presupuestaria@hacienda.gob.mx
Minería,4,2015,,15,"Desarrollo Agrario, Territorial y Urbano",400,Oficialía Mayor,M,Apoyo al proceso presupuestario y para mejorar la eficiencia institucional,1,Actividades de apoyo administrativo,,,9,Distrito Federal,"149,541.00",,,,,Trimestral,3 Semanas Mes y Medio despues de terminado el trimestre,Unidad de Evaluación del Desempeño,Transparencia Presupuestaria trans_presupuestaria@hacienda.gob.mx
Minería,4,2015,,15,"Desarrollo Agrario, Territorial y Urbano",400,Oficialía Mayor,M,Apoyo al proceso presupuestario y para mejorar la eficiencia institucional,1,Actividades de apoyo administrativo,,,9,Distrito Federal,"1,078,097.00",,,,,Trimestral,3 Semanas Mes y Medio despues de terminado el trimestre,Unidad de Evaluación del Desempeño,Transparencia Presupuestaria trans_presupuestaria@hacienda.gob.mx
Minería,4,2015,,15,"Desarrollo Agrario, Territorial y Urbano",400,Oficialía Mayor,M,Apoyo al proceso presupuestario y para mejorar la eficiencia institucional,1,Actividades de apoyo administrativo,,,9,Distrito Federal,"7,852.00",,,,,Trimestral,3 Semanas Mes y Medio despues de terminado el trimestre,Unidad de Evaluación del Desempeño,Transparencia Presupuestaria trans_presupuestaria@hacienda.gob.mx
Minería,4,2015,,15,"Desarrollo Agrario, Territorial y Urbano",400,Oficialía Mayor,M,Apoyo al proceso presupuestario y para mejorar la eficiencia institucional,1,Actividades de apoyo administrativo,,,9,Distrito Federal,"91,723.00",,,,,Trimestral,3 Semanas Mes y Medio despues de terminado el trimestre,Unidad de Evaluación del Desempeño,Transparencia Presupuestaria trans_presupuestaria@hacienda.gob.mx
Minería,4,2015,,15,"Desarrollo Agrario, Territorial y Urbano",400,Oficialía Mayor,M,Apoyo al proceso presupuestario y para mejorar la eficiencia institucional,1,Actividades de apoyo administrativo,,,9,Distrito Federal,"17,410,958.00",,,,,Trimestral,3 Semanas Mes y Medio despues de terminado el trimestre,Unidad de Evaluación del Desempeño,Transparencia Presupuestaria trans_presupuestaria@hacienda.gob.mx
Minería,4,2015,,15,"Desarrollo Agrario, Territorial y Urbano",400,Oficialía Mayor,M,Apoyo al proceso presupuestario y para mejorar la eficiencia institucional,1,Actividades de apoyo administrativo,,,9,Distrito Federal,"2,604,227.00",,,,,Trimestral,3 Semanas Mes y Medio despues de terminado el trimestre,Unidad de Evaluación del Desempeño,Transparencia Presupuestaria trans_presupuestaria@hacienda.gob.mx
Minería,4,2015,,15,"Desarrollo Agrario, Territorial y Urbano",400,Oficialía Mayor,M,Apoyo al proceso presupuestario y para mejorar la eficiencia institucional,1,Actividades de apoyo administrativo,,,9,Distrito Federal,"137,724.00",,,,,Trimestral,3 Semanas Mes y Medio despues de terminado el trimestre,Unidad de Evaluación del Desempeño,Transparencia Presupuestaria trans_presupuestaria@hacienda.gob.mx
Minería,4,2015,,15,"Desarrollo Agrario, Territorial y Urbano",400,Oficialía Mayor,M,Apoyo al proceso presupuestario y para mejorar la eficiencia institucional,1,Actividades de apoyo administrativo,,,9,Distrito Federal,"55,000,000.00",,,,,Trimestral,3 Semanas Mes y Medio despues de terminado el trimestre,Unidad de Evaluación del Desempeño,Transparencia Presupuestaria trans_presupuestaria@hacienda.gob.mx
Minería,4,2015,,15,"Desarrollo Agrario, Territorial y Urbano",400,Oficialía Mayor,M,Apoyo al proceso presupuestario y para mejorar la eficiencia institucional,1,Actividades de apoyo administrativo,,,9,Distrito Federal,"11,495,189.00",,,,,Trimestral,3 Semanas Mes y Medio despues de terminado el trimestre,Unidad de Evaluación del Desempeño,Transparencia Presupuestaria trans_presupuestaria@hacienda.gob.mx
Minería,4,2015,,15,"Desarrollo Agrario, Territorial y Urbano",400,Oficialía Mayor,M,Apoyo al proceso presupuestario y para mejorar la eficiencia institucional,1,Actividades de apoyo administrativo,,,9,Distrito Federal,"23,442.00",,,,,Trimestral,3 Semanas Mes y Medio despues de terminado el trimestre,Unidad de Evaluación del Desempeño,Transparencia Presupuestaria trans_presupuestaria@hacienda.gob.mx
Minería,4,2015,,15,"Desarrollo Agrario, Territorial y Urbano",400,Oficialía Mayor,M,Apoyo al proceso presupuestario y para mejorar la eficiencia institucional,1,Actividades de apoyo administrativo,,,9,Distrito Federal,"2,238.00",,,,,Trimestral,3 Semanas Mes y Medio despues de terminado el trimestre,Unidad de Evaluación del Desempeño,Transparencia Presupuestaria trans_presupuestaria@hacienda.gob.mx
Minería,4,2015,,15,"Desarrollo Agrario, Territorial y Urbano",400,Oficialía Mayor,M,Apoyo al proceso presupuestario y para mejorar la eficiencia institucional,1,Actividades de apoyo administrativo,,,9,Distrito Federal,"2,040.00",,,,,Trimestral,3 Semanas Mes y Medio despues de terminado el trimestre,Unidad de Evaluación del Desempeño,Transparencia Presupuestaria trans_presupuestaria@hacienda.gob.mx
Minería,4,2015,,15,"Desarrollo Agrario, Territorial y Urbano",400,Oficialía Mayor,M,Apoyo al proceso presupuestario y para mejorar la eficiencia institucional,1,Actividades de apoyo administrativo,,,9,Distrito Federal,"4,041.00",,,,,Trimestral,3 Semanas Mes y Medio despues de terminado el trimestre,Unidad de Evaluación del Desempeño,Transparencia Presupuestaria trans_presupuestaria@hacienda.gob.mx
Minería,4,2015,,15,"Desarrollo Agrario, Territorial y Urbano",400,Oficialía Mayor,M,Apoyo al proceso presupuestario y para mejorar la eficiencia institucional,1,Actividades de apoyo administrativo,,,9,Distrito Federal,"190,771.00",,,,,Trimestral,3 Semanas Mes y Medio despues de terminado el trimestre,Unidad de Evaluación del Desempeño,Transparencia Presupuestaria trans_presupuestaria@hacienda.gob.mx
Minería,4,2015,,15,"Desarrollo Agrario, Territorial y Urbano",400,Oficialía Mayor,M,Apoyo al proceso presupuestario y para mejorar la eficiencia institucional,1,Actividades de apoyo administrativo,,,9,Distrito Federal,"124,878.00",,,,,Trimestral,3 Semanas Mes y Medio despues de terminado el trimestre,Unidad de Evaluación del Desempeño,Transparencia Presupuestaria trans_presupuestaria@hacienda.gob.mx
Minería,4,2015,,15,"Desarrollo Agrario, Territorial y Urbano",400,Oficialía Mayor,M,Apoyo al proceso presupuestario y para mejorar la eficiencia institucional,1,Actividades de apoyo administrativo,,,9,Distrito Federal,"1,709.00",,,,,Trimestral,3 Semanas Mes y Medio despues de terminado el trimestre,Unidad de Evaluación del Desempeño,Transparencia Presupuestaria trans_presupuestaria@hacienda.gob.mx
Minería,4,2015,,15,"Desarrollo Agrario, Territorial y Urbano",400,Oficialía Mayor,M,Apoyo al proceso presupuestario y para mejorar la eficiencia institucional,1,Actividades de apoyo administrativo,,,9,Distrito Federal,"1,383.00",,,,,Trimestral,3 Semanas Mes y Medio despues de terminado el trimestre,Unidad de Evaluación del Desempeño,Transparencia Presupuestaria trans_presupuestaria@hacienda.gob.mx
Minería,4,2015,,15,"Desarrollo Agrario, Territorial y Urbano",400,Oficialía Mayor,M,Apoyo al proceso presupuestario y para mejorar la eficiencia institucional,1,Actividades de apoyo administrativo,,,9,Distrito Federal,"75,051.00",,,,,Trimestral,3 Semanas Mes y Medio despues de terminado el trimestre,Unidad de Evaluación del Desempeño,Transparencia Presupuestaria trans_presupuestaria@hacienda.gob.mx
Minería,4,2015,,15,"Desarrollo Agrario, Territorial y Urbano",400,Oficialía Mayor,M,Apoyo al proceso presupuestario y para mejorar la eficiencia institucional,1,Actividades de apoyo administrativo,,,9,Distrito Federal,"1,253.00",,,,,Trimestral,3 Semanas Mes y Medio despues de terminado el trimestre,Unidad de Evaluación del Desempeño,Transparencia Presupuestaria trans_presupuestaria@hacienda.gob.mx
Minería,4,2015,,15,"Desarrollo Agrario, Territorial y Urbano",410,Dirección General de Programación y Presupuestación,M,Apoyo al proceso presupuestario y para mejorar la eficiencia institucional,1,Actividades de apoyo administrativo,,,9,Distrito Federal,"6,750,443.00",,,,,Trimestral,3 Semanas Mes y Medio despues de terminado el trimestre,Unidad de Evaluación del Desempeño,Transparencia Presupuestaria trans_presupuestaria@hacienda.gob.mx
Minería,4,2015,,15,"Desarrollo Agrario, Territorial y Urbano",410,Dirección General de Programación y Presupuestación,M,Apoyo al proceso presupuestario y para mejorar la eficiencia institucional,1,Actividades de apoyo administrativo,,,9,Distrito Federal,"144,690.00",,,,,Trimestral,3 Semanas Mes y Medio despues de terminado el trimestre,Unidad de Evaluación del Desempeño,Transparencia Presupuestaria trans_presupuestaria@hacienda.gob.mx
Minería,4,2015,,15,"Desarrollo Agrario, Territorial y Urbano",410,Dirección General de Programación y Presupuestación,M,Apoyo al proceso presupuestario y para mejorar la eficiencia institucional,1,Actividades de apoyo administrativo,,,9,Distrito Federal,"130,851.00",,,,,Trimestral,3 Semanas Mes y Medio despues de terminado el trimestre,Unidad de Evaluación del Desempeño,Transparencia Presupuestaria trans_presupuestaria@hacienda.gob.mx
Minería,4,2015,,15,"Desarrollo Agrario, Territorial y Urbano",410,Dirección General de Programación y Presupuestación,M,Apoyo al proceso presupuestario y para mejorar la eficiencia institucional,1,Actividades de apoyo administrativo,,,9,Distrito Federal,"205,517.00",,,,,Trimestral,3 Semanas Mes y Medio despues de terminado el trimestre,Unidad de Evaluación del Desempeño,Transparencia Presupuestaria trans_presupuestaria@hacienda.gob.mx
Minería,4,2015,,15,"Desarrollo Agrario, Territorial y Urbano",410,Dirección General de Programación y Presupuestación,M,Apoyo al proceso presupuestario y para mejorar la eficiencia institucional,1,Actividades de apoyo administrativo,,,9,Distrito Federal,"658,043.00",,,,,Trimestral,3 Semanas Mes y Medio despues de terminado el trimestre,Unidad de Evaluación del Desempeño,Transparencia Presupuestaria trans_presupuestaria@hacienda.gob.mx
Minería,4,2015,,15,"Desarrollo Agrario, Territorial y Urbano",410,Dirección General de Programación y Presupuestación,M,Apoyo al proceso presupuestario y para mejorar la eficiencia institucional,1,Actividades de apoyo administrativo,,,9,Distrito Federal,"835,046.00",,,,,Trimestral,3 Semanas Mes y Medio despues de terminado el trimestre,Unidad de Evaluación del Desempeño,Transparencia Presupuestaria trans_presupuestaria@hacienda.gob.mx
Minería,4,2015,,15,"Desarrollo Agrario, Territorial y Urbano",410,Dirección General de Programación y Presupuestación,M,Apoyo al proceso presupuestario y para mejorar la eficiencia institucional,1,Actividades de apoyo administrativo,,,9,Distrito Federal,"1,193,778.00",,,,,Trimestral,3 Semanas Mes y Medio despues de terminado el trimestre,Unidad de Evaluación del Desempeño,Transparencia Presupuestaria trans_presupuestaria@hacienda.gob.mx
